"uid","namedLocation","domainID","siteID","plotID","plotType","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","setDate","collectDate","trapHours","nightOrDay","eventID","sampleID","sampleCode","samplingProtocolVersion","sampleTiming","fanStatus","catchCupStatus","dryIceStatus","sampleCondition","targetTaxaPresent","recordedBy","dataQF"
"7e8e7fd0-1b5e-4ffd-b69e-2465bc67c91f","HARV_074.mosquitoPoint.mos","D01","HARV","HARV_074","distributed","deciduousForest",42.455738,-72.240799,"WGS84",10.2,207.7,0.3,"2017-04-18T21:24Z","2017-04-19T11:30Z",14.1,"night","HARV.2017.17","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","thillman@battelleecology.org",NA
"a4613eae-62a0-48f4-a253-d4e3fdfa0686","HARV_076.mosquitoPoint.mos","D01","HARV","HARV_076","distributed","evergreenForest",42.417662,-72.236178,"WGS84",10.2,165.4,0.2,"2017-04-18T22:39Z","2017-04-19T12:18Z",13.6,"night","HARV.2017.17","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","thillman@battelleecology.org",NA
"485755bb-d5e5-4d53-acb5-00128a1234bd","HARV_081.mosquitoPoint.mos","D01","HARV","HARV_081","distributed","evergreenForest",42.404544,-72.254726,"WGS84",10.2,171.6,0.3,"2017-04-18T23:12Z","2017-04-19T12:11Z",13,"night","HARV.2017.17","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","thillman@battelleecology.org",NA
"847cbb73-4a2b-42e4-9bc0-fc3a1303f81e","HARV_077.mosquitoPoint.mos","D01","HARV","HARV_077","distributed","mixedForest",42.456233,-72.22545,"WGS84",10.3,255.6,0.3,"2017-04-18T23:36Z","2017-04-19T11:40Z",12.1,"night","HARV.2017.17","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","thillman@battelleecology.org",NA
"7f726f2d-b51c-48f6-9ae3-e8bfbf722ed6","HARV_079.mosquitoPoint.mos","D01","HARV","HARV_079","distributed","evergreenForest",42.42152,-72.220399,"WGS84",10.3,170.5,0.5,"2017-04-18T23:49Z","2017-04-19T12:29Z",12.7,"night","HARV.2017.17","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","thillman@battelleecology.org",NA
"6701bd3a-0acb-434b-8b17-094b9648d39d","HARV_082.mosquitoPoint.mos","D01","HARV","HARV_082","distributed","woodyWetlands",42.482279,-72.272148,"WGS84",10.2,171.6,0.3,"2017-05-02T20:58Z","2017-05-03T10:58Z",14,"night","HARV.2017.19","HARV_082.20170503.0658",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","U","jbreault@field-ops.org",NA
"afb6ab25-99d2-4d3c-bedb-0e33d18e7c20","HARV_074.mosquitoPoint.mos","D01","HARV","HARV_074","distributed","deciduousForest",42.455738,-72.240799,"WGS84",10.2,207.7,0.3,"2017-05-02T21:24Z","2017-05-03T11:34Z",14.2,"night","HARV.2017.19","HARV_074.20170503.0734",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","U","jbreault@field-ops.org",NA
"81820ff2-ef0e-47cc-b6cb-1843a5208047","HARV_077.mosquitoPoint.mos","D01","HARV","HARV_077","distributed","mixedForest",42.456233,-72.22545,"WGS84",10.3,255.6,0.3,"2017-05-02T21:41Z","2017-05-03T11:48Z",14.1,"night","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","jbreault@field-ops.org",NA
"6e74a72b-005b-4cbc-9304-d54b4755a8b7","HARV_078.mosquitoPoint.mos","D01","HARV","HARV_078","distributed","mixedForest",42.441701,-72.23886,"WGS84",10.3,286.7,0.6,"2017-05-02T21:57Z","2017-05-03T12:02Z",14.1,"night","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","jbreault@field-ops.org",NA
"7ddddd48-5485-41ce-9d2d-7112446c1eca","HARV_080.mosquitoPoint.mos","D01","HARV","HARV_080","distributed","deciduousForest",42.428536,-72.246364,"WGS84",10.1,218.1,0.2,"2017-05-02T22:11Z","2017-05-03T12:19Z",14.1,"night","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","jbreault@field-ops.org",NA
"bf4a4f75-00c6-4924-8da6-abd2c0647e76","HARV_076.mosquitoPoint.mos","D01","HARV","HARV_076","distributed","evergreenForest",42.417662,-72.236178,"WGS84",10.2,165.4,0.2,"2017-05-02T22:20Z","2017-05-03T12:31Z",14.2,"night","HARV.2017.19","HARV_076.20170503.0831",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","U","jbreault@field-ops.org",NA
"2d0fab03-abba-42a3-aeeb-177b67f74359","HARV_081.mosquitoPoint.mos","D01","HARV","HARV_081","distributed","evergreenForest",42.404544,-72.254726,"WGS84",10.2,171.6,0.3,"2017-05-02T22:31Z","2017-05-03T12:44Z",14.2,"night","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","jbreault@field-ops.org",NA
"2d264982-31a0-454c-a5c8-f1c59feb91a7","HARV_079.mosquitoPoint.mos","D01","HARV","HARV_079","distributed","evergreenForest",42.42152,-72.220399,"WGS84",10.3,170.5,0.5,"2017-05-02T22:47Z","2017-05-03T13:04Z",14.3,"night","HARV.2017.19","HARV_079.20170503.0904",NA,"NEON.DOC.014049vH","Field season","Off","OK","Present","No known compromise","U","jbreault@field-ops.org",NA
"a1234577-fa90-4435-97ad-466f526ca6b7","HARV_075.mosquitoPoint.mos","D01","HARV","HARV_075","distributed","deciduousForest",42.425212,-72.217084,"WGS84",10.1,171,0.1,"2017-05-02T22:56Z","2017-05-03T13:11Z",14.3,"night","HARV.2017.19","HARV_075.20170503.0911",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","U","jbreault@field-ops.org",NA
"851cabc5-e040-4f9d-9bbb-0d6c82d8afe2","HARV_073.mosquitoPoint.mos","D01","HARV","HARV_073","distributed","deciduousForest",42.538136,-72.193774,"WGS84",10.5,335.8,0.6,"2017-05-02T23:19Z","2017-05-03T13:33Z",14.2,"night","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","jbreault@field-ops.org",NA
"165528d5-a5fd-462f-ab8e-80ae8fa0a492","HARV_082.mosquitoPoint.mos","D01","HARV","HARV_082","distributed","woodyWetlands",42.482279,-72.272148,"WGS84",10.2,171.6,0.3,"2017-05-03T11:00Z","2017-05-03T20:25Z",9.4,"day","HARV.2017.19","HARV_082.20170503.1625",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","gvanscoy@field-ops.org",NA
"ea806911-f1c8-4a20-a496-c915c3e71d84","HARV_074.mosquitoPoint.mos","D01","HARV","HARV_074","distributed","deciduousForest",42.455738,-72.240799,"WGS84",10.2,207.7,0.3,"2017-05-03T11:35Z","2017-05-03T20:50Z",9.3,"day","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","gvanscoy@field-ops.org",NA
"e8cad946-b5bb-4415-8ea8-ebb063136c14","HARV_077.mosquitoPoint.mos","D01","HARV","HARV_077","distributed","mixedForest",42.456233,-72.22545,"WGS84",10.3,255.6,0.3,"2017-05-03T11:48Z","2017-05-03T21:00Z",9.2,"day","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","gvanscoy@field-ops.org",NA
"6c841709-38c8-42b4-8342-7b8cc504470e","HARV_078.mosquitoPoint.mos","D01","HARV","HARV_078","distributed","mixedForest",42.441701,-72.23886,"WGS84",10.3,286.7,0.6,"2017-05-03T12:02Z","2017-05-03T21:14Z",9.2,"day","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","gvanscoy@field-ops.org",NA
"cdd8bc95-2b49-4a17-bd32-c9da700f0004","HARV_080.mosquitoPoint.mos","D01","HARV","HARV_080","distributed","deciduousForest",42.428536,-72.246364,"WGS84",10.1,218.1,0.2,"2017-05-03T12:19Z","2017-05-03T21:22Z",9,"day","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","gvanscoy@field-ops.org",NA
"a3c41ad2-cfbd-4b96-966f-6fe5263227f2","HARV_076.mosquitoPoint.mos","D01","HARV","HARV_076","distributed","evergreenForest",42.417662,-72.236178,"WGS84",10.2,165.4,0.2,"2017-05-03T12:32Z","2017-05-03T21:31Z",9,"day","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","gvanscoy@field-ops.org",NA
"477c0f13-09d9-4e79-a2d8-969d67cacc89","HARV_081.mosquitoPoint.mos","D01","HARV","HARV_081","distributed","evergreenForest",42.404544,-72.254726,"WGS84",10.2,171.6,0.3,"2017-05-03T12:45Z","2017-05-03T21:42Z",9,"day","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","gvanscoy@field-ops.org",NA
"5854d9cc-92f5-43f7-9c63-50b858df54b9","HARV_079.mosquitoPoint.mos","D01","HARV","HARV_079","distributed","evergreenForest",42.42152,-72.220399,"WGS84",10.3,170.5,0.5,"2017-05-03T13:05Z","2017-05-03T21:54Z",8.8,"day","HARV.2017.19","HARV_079.20170503.1754",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","U","gvanscoy@field-ops.org",NA
"f4e28dba-6779-471a-88f8-547e0d6f8a1e","HARV_075.mosquitoPoint.mos","D01","HARV","HARV_075","distributed","deciduousForest",42.425212,-72.217084,"WGS84",10.1,171,0.1,"2017-05-03T13:11Z","2017-05-03T22:03Z",8.9,"day","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","gvanscoy@field-ops.org",NA
"9e8e3f9b-35fe-40f9-b26f-cbd7640bcd45","HARV_073.mosquitoPoint.mos","D01","HARV","HARV_073","distributed","deciduousForest",42.538136,-72.193774,"WGS84",10.5,335.8,0.6,"2017-05-03T13:34Z","2017-05-03T22:26Z",8.9,"day","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","gvanscoy@field-ops.org",NA
"95a4899e-4fe6-40c0-b83c-1adccffb7b37","HARV_082.mosquitoPoint.mos","D01","HARV","HARV_082","distributed","woodyWetlands",42.482279,-72.272148,"WGS84",10.2,171.6,0.3,"2017-05-03T20:27Z","2017-05-04T10:50Z",14.4,"night","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","wacuna@battelleecology.org",NA
"1c8db4ee-15db-4db8-8367-2327f388e545","HARV_074.mosquitoPoint.mos","D01","HARV","HARV_074","distributed","deciduousForest",42.455738,-72.240799,"WGS84",10.2,207.7,0.3,"2017-05-03T20:51Z","2017-05-04T11:17Z",14.4,"night","HARV.2017.19","HARV_074.20170504.0717",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","U","wacuna@battelleecology.org",NA
"5c4fbd77-0b1c-4de7-898f-42aac2b1e488","HARV_077.mosquitoPoint.mos","D01","HARV","HARV_077","distributed","mixedForest",42.456233,-72.22545,"WGS84",10.3,255.6,0.3,"2017-05-03T21:02Z","2017-05-04T11:27Z",14.4,"night","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","wacuna@battelleecology.org",NA
"e5fa8afc-6115-4dc2-97bf-d025e99306f3","HARV_078.mosquitoPoint.mos","D01","HARV","HARV_078","distributed","mixedForest",42.441701,-72.23886,"WGS84",10.3,286.7,0.6,"2017-05-03T21:15Z","2017-05-04T11:37Z",14.4,"night","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","wacuna@battelleecology.org",NA
"6c9a8c23-2eff-4c85-abf4-e8524a0fbd68","HARV_080.mosquitoPoint.mos","D01","HARV","HARV_080","distributed","deciduousForest",42.428536,-72.246364,"WGS84",10.1,218.1,0.2,"2017-05-03T21:23Z","2017-05-04T11:47Z",14.4,"night","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","wacuna@battelleecology.org",NA
"ba689c4b-e1c3-42a5-bc48-1148254ba69c","HARV_076.mosquitoPoint.mos","D01","HARV","HARV_076","distributed","evergreenForest",42.417662,-72.236178,"WGS84",10.2,165.4,0.2,"2017-05-03T21:32Z","2017-05-04T11:55Z",14.4,"night","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","wacuna@battelleecology.org",NA
"d0f60dd8-498a-4079-ab2f-37f5aeaf1f17","HARV_081.mosquitoPoint.mos","D01","HARV","HARV_081","distributed","evergreenForest",42.404544,-72.254726,"WGS84",10.2,171.6,0.3,"2017-05-03T21:43Z","2017-05-04T12:05Z",14.4,"night","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","wacuna@battelleecology.org",NA
"e472e928-0e9f-4826-b40d-8bbb541f108c","HARV_079.mosquitoPoint.mos","D01","HARV","HARV_079","distributed","evergreenForest",42.42152,-72.220399,"WGS84",10.3,170.5,0.5,"2017-05-03T21:56Z","2017-05-04T12:20Z",14.4,"night","HARV.2017.19","HARV_079.20170504.0820",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","wacuna@battelleecology.org",NA
"02f42072-0063-493e-80f8-2eaf7bb6ba63","HARV_075.mosquitoPoint.mos","D01","HARV","HARV_075","distributed","deciduousForest",42.425212,-72.217084,"WGS84",10.1,171,0.1,"2017-05-03T22:04Z","2017-05-04T12:28Z",14.4,"night","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","wacuna@battelleecology.org",NA
"d18e6a21-79c4-43f0-a2d6-fa4e4bb2cc26","HARV_073.mosquitoPoint.mos","D01","HARV","HARV_073","distributed","deciduousForest",42.538136,-72.193774,"WGS84",10.5,335.8,0.6,"2017-05-03T22:27Z","2017-05-04T12:49Z",14.4,"night","HARV.2017.19","",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","N","wacuna@battelleecology.org",NA
"6860e294-cc69-40d6-9387-927d32f2d5fd","HARV_082.mosquitoPoint.mos","D01","HARV","HARV_082","distributed","woodyWetlands",42.482279,-72.272148,"WGS84",10.2,171.6,0.3,"2017-05-16T21:20Z","2017-05-17T10:23Z",13,"night","HARV.2017.21","HARV_082.20170517.0623",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","gvanscoy@field-ops.org",NA
"670e7f1d-c33a-49e3-916b-da196df066fd","HARV_074.mosquitoPoint.mos","D01","HARV","HARV_074","distributed","deciduousForest",42.455738,-72.240799,"WGS84",10.2,207.7,0.3,"2017-05-16T21:52Z","2017-05-17T10:41Z",12.8,"night","HARV.2017.21","HARV_074.20170517.0641",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","gvanscoy@field-ops.org",NA
"3eda230b-323b-4b85-b3ad-eac672709ef6","HARV_077.mosquitoPoint.mos","D01","HARV","HARV_077","distributed","mixedForest",42.456233,-72.22545,"WGS84",10.3,255.6,0.3,"2017-05-16T22:03Z","2017-05-17T10:54Z",12.9,"night","HARV.2017.21","HARV_077.20170517.0654",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","gvanscoy@field-ops.org",NA
"b836cecf-c7cc-46aa-a819-d6a9ad08e8c1","HARV_078.mosquitoPoint.mos","D01","HARV","HARV_078","distributed","mixedForest",42.441701,-72.23886,"WGS84",10.3,286.7,0.6,"2017-05-16T22:19Z","2017-05-17T11:03Z",12.7,"night","HARV.2017.21","HARV_078.20170517.0703",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","U","gvanscoy@field-ops.org",NA
"7dc65bd2-45b0-422b-9ae8-85f12ae5db1a","HARV_080.mosquitoPoint.mos","D01","HARV","HARV_080","distributed","deciduousForest",42.428536,-72.246364,"WGS84",10.1,218.1,0.2,"2017-05-16T22:31Z","2017-05-17T11:16Z",12.8,"night","HARV.2017.21","HARV_080.20170517.0716",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","gvanscoy@field-ops.org",NA
"93952bdc-651c-4b9a-b98b-0616e8f82484","HARV_076.mosquitoPoint.mos","D01","HARV","HARV_076","distributed","evergreenForest",42.417662,-72.236178,"WGS84",10.2,165.4,0.2,"2017-05-16T22:41Z","2017-05-17T11:24Z",12.7,"night","HARV.2017.21","HARV_076.20170517.0724",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","gvanscoy@field-ops.org",NA
"b56a6cd9-3ef3-435a-a688-9df153a16cd6","HARV_081.mosquitoPoint.mos","D01","HARV","HARV_081","distributed","evergreenForest",42.404544,-72.254726,"WGS84",10.2,171.6,0.3,"2017-05-16T22:51Z","2017-05-17T11:34Z",12.7,"night","HARV.2017.21","HARV_081.20170517.0734",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","gvanscoy@field-ops.org",NA
"0123a382-3f3b-450b-afec-1db7a288f052","HARV_079.mosquitoPoint.mos","D01","HARV","HARV_079","distributed","evergreenForest",42.42152,-72.220399,"WGS84",10.3,170.5,0.5,"2017-05-16T23:04Z","2017-05-17T11:47Z",12.7,"night","HARV.2017.21","HARV_079.20170517.0747",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","gvanscoy@field-ops.org",NA
"e8456f6a-a601-4721-975e-5d39981b99e6","HARV_075.mosquitoPoint.mos","D01","HARV","HARV_075","distributed","deciduousForest",42.425212,-72.217084,"WGS84",10.1,171,0.1,"2017-05-16T23:12Z","2017-05-17T11:54Z",12.7,"night","HARV.2017.21","HARV_075.20170517.0754",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","gvanscoy@field-ops.org",NA
"3fe6dba4-f04e-41e7-9492-ffb7c10d17ff","HARV_073.mosquitoPoint.mos","D01","HARV","HARV_073","distributed","deciduousForest",42.538136,-72.193774,"WGS84",10.5,335.8,0.6,"2017-05-16T23:35Z","2017-05-17T12:21Z",12.8,"night","HARV.2017.21","HARV_073.20170517.0821",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","gvanscoy@field-ops.org",NA
"53c92ffa-1069-4cfb-9a34-61ee67a86f51","HARV_082.mosquitoPoint.mos","D01","HARV","HARV_082","distributed","woodyWetlands",42.482279,-72.272148,"WGS84",10.2,171.6,0.3,"2017-05-17T10:24Z","2017-05-17T20:55Z",10.5,"day","HARV.2017.21","HARV_082.20170517.1655",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","U","jwebber@field-ops.org",NA
"22b0094d-1b04-4979-9b8a-d2553a3481be","HARV_074.mosquitoPoint.mos","D01","HARV","HARV_074","distributed","deciduousForest",42.455738,-72.240799,"WGS84",10.2,207.7,0.3,"2017-05-17T10:43Z","2017-05-17T21:19Z",10.6,"day","HARV.2017.21","HARV_074.20170517.1719",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","jwebber@field-ops.org",NA
"9b83b51f-ae50-4b20-923e-e04334265f35","HARV_077.mosquitoPoint.mos","D01","HARV","HARV_077","distributed","mixedForest",42.456233,-72.22545,"WGS84",10.3,255.6,0.3,"2017-05-17T10:55Z","2017-05-17T21:30Z",10.6,"day","HARV.2017.21","HARV_077.20170517.1730",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","jwebber@field-ops.org",NA
"1a0d6fcd-5155-4897-82e6-0ef734c011c5","HARV_078.mosquitoPoint.mos","D01","HARV","HARV_078","distributed","mixedForest",42.441701,-72.23886,"WGS84",10.3,286.7,0.6,"2017-05-17T11:04Z","2017-05-17T21:42Z",10.6,"day","HARV.2017.21","HARV_078.20170517.1742",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","U","jwebber@field-ops.org",NA
"c06f01a8-bbd8-4995-aa39-2376800db0fe","HARV_080.mosquitoPoint.mos","D01","HARV","HARV_080","distributed","deciduousForest",42.428536,-72.246364,"WGS84",10.1,218.1,0.2,"2017-05-17T11:18Z","2017-05-17T21:52Z",10.6,"day","HARV.2017.21","HARV_080.20170517.1752",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","jwebber@field-ops.org",NA
"16dfb857-9584-4dba-b9e1-9df752af24d6","HARV_076.mosquitoPoint.mos","D01","HARV","HARV_076","distributed","evergreenForest",42.417662,-72.236178,"WGS84",10.2,165.4,0.2,"2017-05-17T11:24Z","2017-05-17T22:01Z",10.6,"day","HARV.2017.21","HARV_076.20170517.1801",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","jwebber@field-ops.org",NA
"d73a2a62-2425-4c5f-8209-6a3452d4b892","HARV_081.mosquitoPoint.mos","D01","HARV","HARV_081","distributed","evergreenForest",42.404544,-72.254726,"WGS84",10.2,171.6,0.3,"2017-05-17T11:34Z","2017-05-17T22:10Z",10.6,"day","HARV.2017.21","HARV_081.20170517.1810",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","jwebber@field-ops.org",NA
"a184ebd1-3891-45c8-9fb5-23b480c7f22c","HARV_079.mosquitoPoint.mos","D01","HARV","HARV_079","distributed","evergreenForest",42.42152,-72.220399,"WGS84",10.3,170.5,0.5,"2017-05-17T11:48Z","2017-05-17T22:24Z",10.6,"day","HARV.2017.21","HARV_079.20170517.1824",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","jwebber@field-ops.org",NA
"32c10bcc-a6d9-42a5-939a-efc60b1bd5b0","HARV_075.mosquitoPoint.mos","D01","HARV","HARV_075","distributed","deciduousForest",42.425212,-72.217084,"WGS84",10.1,171,0.1,"2017-05-17T11:55Z","2017-05-17T22:34Z",10.7,"day","HARV.2017.21","HARV_075.20170517.1834",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","jwebber@field-ops.org",NA
"29c58e77-1818-46dd-b940-873653733134","HARV_073.mosquitoPoint.mos","D01","HARV","HARV_073","distributed","deciduousForest",42.538136,-72.193774,"WGS84",10.5,335.8,0.6,"2017-05-17T12:22Z","2017-05-17T22:59Z",10.6,"day","HARV.2017.21","HARV_073.20170517.1859",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","jwebber@field-ops.org",NA
"50412c4b-6d97-4d8b-b68b-2d203176aa5e","HARV_082.mosquitoPoint.mos","D01","HARV","HARV_082","distributed","woodyWetlands",42.482279,-72.272148,"WGS84",10.2,171.6,0.3,"2017-05-17T20:56Z","2017-05-18T12:18Z",15.4,"night","HARV.2017.21","HARV_082.20170518.0818",NA,"NEON.DOC.014049vH","Field season","On","OK","Present","No known compromise","Y","jwebber@field-ops.org",NA
