"domainID","siteID","horizontalPosition","verticalPosition","date","wssWindSpeedMean","wssWindSpeedMinimum","wssWindSpeedMaximum","wssWindSpeedVariance","wssWindSpeedStdErMean","wssWindSpeedNumPts","windSpeedQF"
"D01","HARV","000","030","2017-01-04",1.04,0,10.29,0.74,0,72096,0
"D01","HARV","000","030","2017-01-05",1.24,0,8.71,0.71,0,72120,0
"D01","HARV","000","030","2017-01-06",0.57,0,4.36,0.25,0,86520,0
"D01","HARV","000","030","2017-01-07",0.72,0,5.46,0.23,0,57719,1
"D01","HARV","000","030","2017-01-08",0.86,0,5.27,0.3,0,86400,0
"D01","HARV","000","030","2017-01-10",0.78,0,5.4,0.41,0,72120,0
"D01","HARV","000","030","2017-01-11",1.39,0,15.19,1.16,0,71912,0
"D01","HARV","000","030","2017-01-12",1.09,0,9.21,0.8,0,86520,0
"D01","HARV","000","030","2017-01-15",0.77,0,6.34,0.33,0,72120,0
"D01","HARV","000","030","2017-01-24",2.26,0,12.41,1.55,0,72120,0
"D01","HARV","000","030","2017-01-26",0.79,0,6.15,0.35,0,72039,0
"D01","HARV","000","030","2017-01-27",1.62,0,9.28,1.01,0,86520,0
"D01","HARV","000","030","2017-01-28",1.28,0,7.76,0.71,0,86445,0
"D01","HARV","000","030","2017-01-31",0.87,0,5.71,0.34,0,72002,0
"D01","HARV","000","040","2017-01-01",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","040","2017-01-02",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","040","2017-01-04",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","040","2017-01-05",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","040","2017-01-06",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","040","2017-01-07",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","040","2017-01-08",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","040","2017-01-10",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","040","2017-01-11",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","040","2017-01-12",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","040","2017-01-15",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","040","2017-01-24",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","040","2017-01-26",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","040","2017-01-27",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","040","2017-01-28",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","040","2017-01-31",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","050","2017-01-01",3.05,0.01,23.86,2.81,0.01,41607,1
"D01","HARV","000","050","2017-01-02",1.28,0,5.54,0.55,0,72120,0
"D01","HARV","000","050","2017-01-04",2.52,0.01,18.87,3.38,0.01,72120,0
"D01","HARV","000","050","2017-01-05",3.15,0,14.01,3.59,0.01,72120,0
"D01","HARV","000","050","2017-01-06",1.45,0,7.67,1.36,0,86520,0
"D01","HARV","000","050","2017-01-07",2.25,0.01,10.2,1.34,0,57720,1
"D01","HARV","000","050","2017-01-08",2.51,0.02,10.18,1.69,0,86400,0
"D01","HARV","000","050","2017-01-10",2.09,0,9.83,1.78,0,71925,0
"D01","HARV","000","050","2017-01-11",3.26,0,24.36,4.77,0.01,72120,0
"D01","HARV","000","050","2017-01-12",2.7,0,13.81,2.9,0.01,86520,0
"D01","HARV","000","050","2017-01-15",2.07,0,9.87,1.49,0,72120,0
"D01","HARV","000","050","2017-01-24",5.66,0.06,24.97,9.38,0.01,72020,0
"D01","HARV","000","050","2017-01-26",2.06,0,12.32,1.77,0,72120,0
"D01","HARV","000","050","2017-01-27",3.97,0,17.19,5.03,0.01,86520,0
"D01","HARV","000","050","2017-01-28",3.18,0,14.74,3.34,0.01,86520,0
"D01","HARV","000","050","2017-01-31",2.19,0,13.55,1.79,0,72120,0
"D01","HARV","000","010","2017-02-23",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","020","2017-02-23",0.46,0,3.32,0.09,0,56212,1
"D01","HARV","000","030","2017-02-23",0.82,0,7.11,0.68,0,86520,0
"D01","HARV","000","040","2017-02-23",1.23,0,9.31,1.32,0,86520,0
"D01","HARV","000","050","2017-02-23",2.08,0,11.46,2.39,0.01,86520,0
"D01","HARV","000","010","2017-03-20",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2017-03-22",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2017-03-24",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","020","2017-03-20",0.8,0,3.29,0.15,0,72120,0
"D01","HARV","000","020","2017-03-22",1.04,0,7.31,0.64,0,82800,0
"D01","HARV","000","020","2017-03-24",0.54,0,5.56,0.16,0,72097,0
"D01","HARV","000","030","2017-03-20",1.16,0,6.62,0.39,0,72120,0
"D01","HARV","000","030","2017-03-22",1.67,0,12.38,1.81,0,82788,0
"D01","HARV","000","030","2017-03-24",0.76,0,10.14,0.53,0,72120,0
"D01","HARV","000","040","2017-03-20",2,0,9.02,1.49,0,72114,0
"D01","HARV","000","040","2017-03-22",2.76,0,17.71,5.32,0.01,82799,0
"D01","HARV","000","040","2017-03-24",1.14,0,11.59,1.08,0,72120,0
"D01","HARV","000","050","2017-03-20",3.23,0.01,10.35,2.3,0.01,72010,0
"D01","HARV","000","050","2017-03-22",4.41,0,21.27,9.58,0.01,82800,0
"D01","HARV","000","050","2017-03-24",1.92,0,12.56,1.97,0.01,71950,0
"D01","HARV","000","010","2018-01-01",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-02",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-03",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-04",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-05",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-06",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-07",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-08",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-09",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-10",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-11",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-12",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-13",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-14",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-15",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-16",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-17",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-18",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-19",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-20",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-21",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-22",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-23",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-24",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-25",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-26",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-27",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-28",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-29",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-30",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-01-31",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","020","2018-01-01",0.76,0,3.86,0.2,0,86371,0
"D01","HARV","000","020","2018-01-02",0.52,0,3.82,0.13,0,86220,0
"D01","HARV","000","020","2018-01-03",0.48,0,2.99,0.08,0,86371,0
"D01","HARV","000","020","2018-01-04",0.94,0,6.37,0.55,0,86378,0
"D01","HARV","000","020","2018-01-05",1.38,0,7.67,0.58,0,86376,0
"D01","HARV","000","020","2018-01-06",1.41,0,6.76,0.57,0,86374,0
"D01","HARV","000","020","2018-01-07",0.71,0,3.69,0.17,0,86367,0
"D01","HARV","000","020","2018-01-08",0.82,0,4.46,0.25,0,86378,0
"D01","HARV","000","020","2018-01-09",0.68,0,4.54,0.24,0,86368,0
"D01","HARV","000","020","2018-01-10",0.52,0,3.13,0.1,0,86371,0
"D01","HARV","000","020","2018-01-11",0.73,0,4.81,0.21,0,86377,0
"D01","HARV","000","020","2018-01-12",0.83,0,6.92,0.37,0,86374,0
"D01","HARV","000","020","2018-01-13",0.98,0,5.77,0.35,0,86354,0
"D01","HARV","000","020","2018-01-14",0.86,0,4.22,0.21,0,86372,0
"D01","HARV","000","020","2018-01-15",0.55,0,2.5,0.09,0,86375,0
"D01","HARV","000","020","2018-01-16",0.44,0,3.75,0.1,0,86108,0
"D01","HARV","000","020","2018-01-17",0.28,0,1.35,0.02,0,86374,0
"D01","HARV","000","020","2018-01-18",0.54,0,3.19,0.09,0,86371,0
"D01","HARV","000","020","2018-01-19",0.43,0,3.6,0.08,0,86378,0
"D01","HARV","000","020","2018-01-20",0.6,0,4.55,0.17,0,86376,0
"D01","HARV","000","020","2018-01-21",0.51,0,2.68,0.08,0,86370,0
"D01","HARV","000","020","2018-01-22",0.47,0,4.24,0.19,0,86372,0
"D01","HARV","000","020","2018-01-23",0.6,0,3.92,0.1,0,86373,0
"D01","HARV","000","020","2018-01-24",0.86,0,6.72,0.31,0,86373,0
"D01","HARV","000","020","2018-01-25",0.84,0,5.61,0.24,0,86371,0
"D01","HARV","000","020","2018-01-26",0.46,0,3.02,0.1,0,86378,0
"D01","HARV","000","020","2018-01-27",0.78,0,5.5,0.31,0,86372,0
"D01","HARV","000","020","2018-01-28",0.52,0,4.55,0.13,0,86373,0
"D01","HARV","000","020","2018-01-29",0.61,0,4.3,0.16,0,85472,0
"D01","HARV","000","020","2018-01-30",0.79,0,3.73,0.17,0,86373,0
"D01","HARV","000","020","2018-01-31",0.74,0,4.32,0.17,0,86378,0
"D01","HARV","000","030","2018-01-01",1.2,0,6.59,0.49,0,86373,0
"D01","HARV","000","030","2018-01-02",0.74,0,4.77,0.35,0,86041,0
"D01","HARV","000","030","2018-01-03",0.58,0,4.18,0.19,0,86372,0
"D01","HARV","000","030","2018-01-04",1.35,0,12.77,1.7,0,86370,0
"D01","HARV","000","030","2018-01-05",2.2,0,10.8,1.38,0,86377,0
"D01","HARV","000","030","2018-01-06",2.22,0,12.95,1.38,0,86373,0
"D01","HARV","000","030","2018-01-07",1.07,0,5.74,0.4,0,86373,0
"D01","HARV","000","030","2018-01-08",1.23,0,6.65,0.6,0,86371,0
"D01","HARV","000","030","2018-01-09",1.06,0,6.95,0.59,0,86373,0
"D01","HARV","000","030","2018-01-10",0.7,0,4.77,0.25,0,86374,0
"D01","HARV","000","030","2018-01-11",1.17,0,6.97,0.59,0,86372,0
"D01","HARV","000","030","2018-01-12",1.34,0,8.76,0.93,0,86370,0
"D01","HARV","000","030","2018-01-13",1.55,0,8.1,0.87,0,86371,0
"D01","HARV","000","030","2018-01-14",1.39,0,6.71,0.61,0,86374,0
"D01","HARV","000","030","2018-01-15",0.67,0,3.1,0.14,0,86369,0
"D01","HARV","000","030","2018-01-16",0.58,0,4.24,0.2,0,85940,0
"D01","HARV","000","030","2018-01-17",0.35,0,2.52,0.06,0,86374,0
"D01","HARV","000","030","2018-01-18",0.76,0,4.87,0.23,0,86370,0
"D01","HARV","000","030","2018-01-19",0.57,0,6.28,0.2,0,86376,0
"D01","HARV","000","030","2018-01-20",0.98,0,6.66,0.47,0,86377,0
"D01","HARV","000","030","2018-01-21",0.75,0,4.4,0.23,0,86372,0
"D01","HARV","000","030","2018-01-22",0.49,0,6.52,0.31,0,86374,0
"D01","HARV","000","030","2018-01-23",0.7,0,5.91,0.24,0,86374,0
"D01","HARV","000","030","2018-01-24",1.35,0,9.6,0.76,0,86372,0
"D01","HARV","000","030","2018-01-25",1.32,0,8.39,0.64,0,86372,0
"D01","HARV","000","030","2018-01-26",0.63,0,4.7,0.24,0,86376,0
"D01","HARV","000","030","2018-01-27",1.2,0,8.1,0.79,0,86370,0
"D01","HARV","000","030","2018-01-28",0.77,0,6.37,0.38,0,86371,0
"D01","HARV","000","030","2018-01-29",0.68,0,6.32,0.29,0,85473,0
"D01","HARV","000","030","2018-01-30",1.04,0,5.89,0.38,0,86369,0
"D01","HARV","000","030","2018-01-31",1.1,0,6.07,0.4,0,86372,0
"D01","HARV","000","040","2018-01-01",1.99,0,10.6,1.67,0,86371,0
"D01","HARV","000","040","2018-01-02",1.22,0,7.36,0.87,0,85999,0
"D01","HARV","000","040","2018-01-03",0.95,0,5.35,0.45,0,86373,0
"D01","HARV","000","040","2018-01-04",2.31,0,18.97,6.11,0.01,86369,0
"D01","HARV","000","040","2018-01-05",3.46,0.02,17.05,4.14,0.01,86372,0
"D01","HARV","000","040","2018-01-06",3.47,0.01,17.23,3.93,0.01,86370,0
"D01","HARV","000","040","2018-01-07",1.73,0,9.11,1.23,0,86348,0
"D01","HARV","000","040","2018-01-08",1.88,0,9.52,1.36,0,86369,0
"D01","HARV","000","040","2018-01-09",1.7,0,10.69,1.54,0,86370,0
"D01","HARV","000","040","2018-01-10",1.13,0,7.42,0.71,0,86373,0
"D01","HARV","000","040","2018-01-11",1.84,0,9.03,1.37,0,86265,0
"D01","HARV","000","040","2018-01-12",2.12,0,13.51,2.1,0,86368,0
"D01","HARV","000","040","2018-01-13",2.52,0,13.24,2.7,0.01,86375,0
"D01","HARV","000","040","2018-01-14",2.45,0.01,11.96,2.37,0.01,86371,0
"D01","HARV","000","040","2018-01-15",1.05,0,5.2,0.43,0,86369,0
"D01","HARV","000","040","2018-01-16",0.83,0,5.98,0.44,0,85720,0
"D01","HARV","000","040","2018-01-17",0.67,0,5.16,0.21,0,86374,0
"D01","HARV","000","040","2018-01-18",1.45,0,8.81,0.95,0,86375,0
"D01","HARV","000","040","2018-01-19",0.98,0,8.81,0.57,0,86374,0
"D01","HARV","000","040","2018-01-20",1.59,0,9.41,1.21,0,86374,0
"D01","HARV","000","040","2018-01-21",1.23,0,6.7,0.73,0,86371,0
"D01","HARV","000","040","2018-01-22",0.81,0,8.06,0.87,0,86373,0
"D01","HARV","000","040","2018-01-23",1.21,0,8.88,0.69,0,86372,0
"D01","HARV","000","040","2018-01-24",2.16,0,16.27,2.14,0,86375,0
"D01","HARV","000","040","2018-01-25",2.2,0,14.16,2.2,0.01,86371,0
"D01","HARV","000","040","2018-01-26",1.06,0,7.66,0.68,0,86371,0
"D01","HARV","000","040","2018-01-27",1.87,0,11.83,1.76,0,86374,0
"D01","HARV","000","040","2018-01-28",1.3,0,8.54,0.96,0,86376,0
"D01","HARV","000","040","2018-01-29",1.16,0.01,8.33,0.74,0,86138,0
"D01","HARV","000","040","2018-01-30",1.72,0,9.26,1.35,0,86373,0
"D01","HARV","000","040","2018-01-31",1.74,0,10.53,1.28,0,86372,0
"D01","HARV","000","050","2018-01-01",3.19,0.01,13.67,2.76,0.01,86373,0
"D01","HARV","000","050","2018-01-02",2.12,0.01,9.05,1.63,0,86375,0
"D01","HARV","000","050","2018-01-03",1.63,0,6.81,0.86,0,86380,0
"D01","HARV","000","050","2018-01-04",4.08,0,22.31,11.78,0.01,86374,0
"D01","HARV","000","050","2018-01-05",5.53,0.04,20.89,7.78,0.01,86370,0
"D01","HARV","000","050","2018-01-06",5.5,0.02,20.16,7.5,0.01,86374,0
"D01","HARV","000","050","2018-01-07",2.81,0.01,11.95,2.33,0.01,86375,0
"D01","HARV","000","050","2018-01-08",2.97,0,11.41,2.42,0.01,86370,0
"D01","HARV","000","050","2018-01-09",2.77,0.01,13.13,3.08,0.01,86373,0
"D01","HARV","000","050","2018-01-10",1.86,0,10.3,1.41,0,86376,0
"D01","HARV","000","050","2018-01-11",2.97,0.01,11.58,2.48,0.01,86371,0
"D01","HARV","000","050","2018-01-12",3.5,0,16.62,4.46,0.01,86375,0
"D01","HARV","000","050","2018-01-13",4,0.01,15.65,4.71,0.01,86370,0
"D01","HARV","000","050","2018-01-14",3.78,0.01,13.71,3.5,0.01,86377,0
"D01","HARV","000","050","2018-01-15",2.15,0.01,7.09,1.15,0,86370,0
"D01","HARV","000","050","2018-01-16",1.41,0,7.41,0.91,0,86216,0
"D01","HARV","000","050","2018-01-17",1.3,0.01,5.43,0.42,0,86372,0
"D01","HARV","000","050","2018-01-18",2.44,0,9.84,1.54,0,86376,0
"D01","HARV","000","050","2018-01-19",1.7,0,10.61,1.13,0,86377,0
"D01","HARV","000","050","2018-01-20",2.64,0,12.37,2.28,0.01,86367,0
"D01","HARV","000","050","2018-01-21",2.05,0,9.06,1.52,0,86374,0
"D01","HARV","000","050","2018-01-22",1.35,0,9.88,1.35,0,86373,0
"D01","HARV","000","050","2018-01-23",1.91,0,9.76,1.27,0,84856,0
"D01","HARV","000","050","2018-01-24",3.52,0.02,17.43,4.14,0.01,86376,0
"D01","HARV","000","050","2018-01-25",3.42,0.01,15.34,3.62,0.01,86373,0
"D01","HARV","000","050","2018-01-26",1.84,0,8.03,1.22,0,86372,0
"D01","HARV","000","050","2018-01-27",3.04,0,13.41,3.38,0.01,86367,0
"D01","HARV","000","050","2018-01-28",2.15,0,12.09,1.85,0,86378,0
"D01","HARV","000","050","2018-01-29",2.06,0,8.72,1.13,0,86374,0
"D01","HARV","000","050","2018-01-30",2.98,0,10.97,2.42,0.01,86366,0
"D01","HARV","000","050","2018-01-31",2.75,0.01,10.92,2.28,0.01,86374,0
"D01","HARV","000","010","2018-02-01",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-02",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-03",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-04",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-05",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-06",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-07",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-08",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-09",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-10",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-11",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-12",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-13",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-14",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-15",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-16",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-17",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-18",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-19",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-20",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-21",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-22",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-23",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-24",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-25",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-26",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-27",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","010","2018-02-28",NA,NA,NA,NA,NA,0,1
"D01","HARV","000","020","2018-02-01",0.77,0,4.89,0.23,0,86371,0
"D01","HARV","000","020","2018-02-02",0.76,0,5.26,0.33,0,86368,0
"D01","HARV","000","020","2018-02-03",0.61,0,4.08,0.2,0,86378,0
"D01","HARV","000","020","2018-02-04",0.78,0,4.77,0.27,0,86370,0
"D01","HARV","000","020","2018-02-05",0.79,0,4.27,0.3,0,86376,0
"D01","HARV","000","020","2018-02-06",0.48,0,3.24,0.11,0,86379,0
"D01","HARV","000","020","2018-02-07",0.51,0,3.6,0.1,0,85833,0
"D01","HARV","000","020","2018-02-08",0.6,0,3.95,0.14,0,73377,0
"D01","HARV","000","020","2018-02-09",0.42,0,3.51,0.09,0,86379,0
"D01","HARV","000","020","2018-02-10",0.59,0,4.05,0.14,0,86373,0
"D01","HARV","000","020","2018-02-11",0.56,0,2.94,0.13,0,86370,0
"D01","HARV","000","020","2018-02-12",0.72,0,4.19,0.19,0,85859,0
"D01","HARV","000","020","2018-02-13",0.52,0,2.62,0.11,0,86374,0
"D01","HARV","000","020","2018-02-14",0.64,0,3.86,0.16,0,86373,0
"D01","HARV","000","020","2018-02-15",0.48,0,2.79,0.07,0,86375,0
"D01","HARV","000","020","2018-02-16",0.51,0,4.48,0.15,0,86371,0
"D01","HARV","000","020","2018-02-17",0.68,0,4.42,0.18,0,86312,0
"D01","HARV","000","020","2018-02-18",0.63,0,4.29,0.21,0,86372,0
"D01","HARV","000","020","2018-02-19",0.61,0,5.09,0.27,0,86376,0
"D01","HARV","000","020","2018-02-20",0.62,0,3.49,0.16,0,86368,0
"D01","HARV","000","020","2018-02-21",0.71,0,7.06,0.22,0,86372,0
"D01","HARV","000","020","2018-02-22",0.52,0,3.3,0.1,0,86372,0
"D01","HARV","000","020","2018-02-23",0.48,0,2.51,0.08,0,86297,0
"D01","HARV","000","020","2018-02-24",0.62,0,4.06,0.16,0,86371,0
"D01","HARV","000","020","2018-02-25",0.81,0,3.97,0.22,0,86375,0
"D01","HARV","000","020","2018-02-26",0.51,0,4.02,0.14,0,85908,0
"D01","HARV","000","020","2018-02-27",0.53,0,3.13,0.15,0,86368,0
"D01","HARV","000","020","2018-02-28",0.54,0,3.73,0.14,0,86378,0
"D01","HARV","000","030","2018-02-01",1.13,0,6.63,0.56,0,86373,0
"D01","HARV","000","030","2018-02-02",1.22,0,7.22,0.89,0,86373,0
"D01","HARV","000","030","2018-02-03",0.93,0,6.2,0.47,0,86337,0
"D01","HARV","000","030","2018-02-04",1.21,0,6.78,0.66,0,86370,0
"D01","HARV","000","030","2018-02-05",1.19,0,8.46,0.79,0,86371,0
"D01","HARV","000","030","2018-02-06",0.67,0,4.3,0.23,0,86374,0
"D01","HARV","000","030","2018-02-07",0.6,0,4.22,0.22,0,85447,0
"D01","HARV","000","030","2018-02-08",0.87,0,5.1,0.31,0,60606,1
"D01","HARV","000","030","2018-02-09",0.56,0,4.83,0.21,0,86373,0
"D01","HARV","000","030","2018-02-10",0.9,0,5.63,0.4,0,86371,0
"D01","HARV","000","030","2018-02-11",0.62,0,5.27,0.29,0,86372,0
"D01","HARV","000","030","2018-02-12",1.06,0,5.63,0.51,0,86216,0
"D01","HARV","000","030","2018-02-13",0.68,0,4.32,0.21,0,86374,0
"D01","HARV","000","030","2018-02-14",0.9,0,6.39,0.41,0,86375,0
"D01","HARV","000","030","2018-02-15",0.7,0,4.27,0.21,0,86373,0
"D01","HARV","000","030","2018-02-16",0.75,0,5.18,0.38,0,86374,0
"D01","HARV","000","030","2018-02-17",0.98,0,7.62,0.49,0,86374,0
"D01","HARV","000","030","2018-02-18",0.92,0,7.47,0.56,0,86374,0
"D01","HARV","000","030","2018-02-19",0.84,0,9.32,0.72,0,86369,0
"D01","HARV","000","030","2018-02-20",0.96,0,6.15,0.44,0,86371,0
"D01","HARV","000","030","2018-02-21",1.05,0,8.09,0.57,0,86372,0
"D01","HARV","000","030","2018-02-22",0.79,0,5.61,0.32,0,86308,0
"D01","HARV","000","030","2018-02-23",0.61,0,4.53,0.24,0,86376,0
"D01","HARV","000","030","2018-02-24",0.94,0,5.89,0.42,0,86277,0
"D01","HARV","000","030","2018-02-25",0.97,0,8.54,0.57,0,86373,0
"D01","HARV","000","030","2018-02-26",0.73,0,4.54,0.33,0,85948,0
"D01","HARV","000","030","2018-02-27",0.71,0,4.42,0.35,0,86376,0
"D01","HARV","000","030","2018-02-28",0.74,0,5.51,0.32,0,86371,0
"D01","HARV","000","040","2018-02-01",1.72,0,9.73,1.28,0,86373,0
"D01","HARV","000","040","2018-02-02",2.12,0,12.98,2.58,0.01,86374,0
"D01","HARV","000","040","2018-02-03",1.47,0,11.37,1.13,0,86369,0
"D01","HARV","000","040","2018-02-04",1.88,0,9.89,1.47,0,86371,0
"D01","HARV","000","040","2018-02-05",1.93,0,11.77,2.22,0.01,86371,0
"D01","HARV","000","040","2018-02-06",1.03,0,6.43,0.57,0,86371,0
