"uid","namedLocation","domainID","siteID","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","startCollectDate","endCollectDate","testedDate","testingVialID","deprecatedVialID","sampleCondition","testProtocolVersion","testMethod","testResult","testPathogenName","taxonID","testNumber","finalResult","locus","percentIdentity","sequenceDatabase","sequenceDatabaseID","extractDepleted","remarks","testedBy","laboratoryName"
"5be3423f-00fe-40e8-b773-919cbbb598a5","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.16",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Alphavirus sp.","ALPHV",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"d452ab30-2380-411d-bd09-2deea118e9ab","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.06",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Flavivirus sp.","FLAV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"1ec89cdb-dfa1-4c72-a3a2-a465b52e46bf","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCAN3.F.T.08",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Alphavirus sp.","ALPHV",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"6cba0248-9d36-4bf4-b91a-2fdd9deed69e","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCAN3.F.T.06",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Alphavirus sp.","ALPHV",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"077b16ba-aaf9-47bf-ab0a-068af01b51d4","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.06",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Orthobunyavirus sp.","BUNV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"adf8348e-f802-45f5-b74d-53d0237549cf","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCAN3.F.T.10",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Orthobunyavirus sp.","BUNV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"1ce2c08b-d49d-412d-a642-6443f5e38326","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.03",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Orthobunyavirus sp.","BUNV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"39a405f7-fd19-4e66-96cd-90afa2331a33","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCAN3.F.T.07",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Alphavirus sp.","ALPHV",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"c3a5e330-1c26-4fe6-8dfc-e4ac896a6358","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDPUN.F.T.07",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Orthobunyavirus sp.","BUNV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"48561615-bb31-4103-b67f-a01a26553505","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.03",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Flavivirus sp.","FLAV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"ea1eca54-9036-4b96-af5f-da92d65baec5","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.13",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Alphavirus sp.","ALPHV",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"63a8d856-abc8-476a-ab2c-73be7c05bf9c","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.11",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Flavivirus sp.","FLAV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"8449f051-38fe-4ada-a5ed-c74c11a9e452","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.13",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Orthobunyavirus sp.","BUNV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"e9be44c5-4c2a-4ce4-ac26-afdee7b563ee","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCAN3.F.T.06",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Orthobunyavirus sp.","BUNV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"11da4308-0f94-4735-acd9-381d243ea769","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCAN3.F.T.04",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Orthobunyavirus sp.","BUNV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"a1784781-a54e-425f-9724-ff92a000f527","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.11",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Orthobunyavirus sp.","BUNV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"9b93ef20-8ab6-4dab-a1de-28b8e1afdfe8","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDPUN.F.T.07",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Flavivirus sp.","FLAV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"1a87f54a-6fbc-4817-9bcd-7b9fd5c36f6f","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCAN3.F.T.03",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Orthobunyavirus sp.","BUNV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"f02b4051-ab65-4e87-82b6-bd12952f15d3","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.15",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Flavivirus sp.","FLAV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"998c529d-5fc3-42c3-b148-252f004768a3","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCAN3.F.T.04",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Alphavirus sp.","ALPHV",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"840c9238-6488-45c2-9059-43e8958a1890","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.05",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Alphavirus sp.","ALPHV",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"d103f6b9-811d-466d-bee1-8f93e7bf2a2c","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDPUN.F.T.09",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Flavivirus sp.","FLAV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"07c78046-cc06-4ba0-b669-f8afab02ae4f","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.15",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Alphavirus sp.","ALPHV",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"ec5a8149-a207-409a-a086-7fe5b3e26205","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCAN3.F.T.10",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Flavivirus sp.","FLAV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"f20921a5-4c8d-4551-a465-ee4f5578b81f","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.12",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Alphavirus sp.","ALPHV",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"875ddd6f-c11a-4776-a7f9-0fb6840802d8","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.12",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Flavivirus sp.","FLAV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"6692492a-a04d-471b-9900-3c628e6582a8","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDEXC.F.T.03",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Orthobunyavirus sp.","BUNV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"43cf8558-7c54-4d8d-842a-7a2a8c42aca4","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDPUN.F.T.12",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Alphavirus sp.","ALPHV",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"ebbfac29-ca1e-4b86-bfcc-f49d05bc5726","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.10",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Flavivirus sp.","FLAV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"a050181e-94ae-4897-9a9c-b7f7e034b909","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.17",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Orthobunyavirus sp.","BUNV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"358ff443-068c-4b0b-b44c-b6016a0855ca","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCAN3.F.T.03",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Alphavirus sp.","ALPHV",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"878bc7e9-5b23-4c5d-b401-6df61cc4390f","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDPUN.F.T.13",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Flavivirus sp.","FLAV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"c9b26421-ae37-4b0a-aff3-fba1ddd6cea0","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDPUN.F.T.06",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Orthobunyavirus sp.","BUNV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"78636d52-2e10-4608-8b2c-a0af7e337eb5","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.16",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Flavivirus sp.","FLAV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"4ce660a5-6dd3-470f-b9b8-3c6717e0b8a1","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCAN3.F.T.08",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Flavivirus sp.","FLAV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"0e33a8de-1f8e-4cd8-988b-250390b8cadc","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.02",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Orthobunyavirus sp.","BUNV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"aa91600e-b49c-4ad3-86eb-6ba7fc015e41","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDPUN.F.T.09",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Alphavirus sp.","ALPHV",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"a49d163e-9013-4432-bf23-e71156e14251","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.07",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Orthobunyavirus sp.","BUNV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"0ab1e92a-161c-41e2-94e6-5420ee6730f2","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.08",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Alphavirus sp.","ALPHV",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"57922c49-cbb1-4625-8667-0c78a71e41f1","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDCOM.F.T.02",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Alphavirus sp.","ALPHV",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
"24f843bb-c625-4538-8b04-cbf29021549b","BART","D01","BART",NA,44.063889,-71.287375,"WGS84",NA,274,NA,"2017-06-19T20:34Z","2017-06-21T11:24Z","2018-10-03T16:00Z","BART.2017.25.AEDPUN.F.T.06",NA,"No known compromise","LMZ_Pathogen_testing_SOP_2018-07-12","PCR","Negative","Flavivirus sp.","FLAV1",1,"Y",NA,NA,NA,NA,NA,NA,"EUlcTGA85SUDL06h3VKQcSAJmKEiuLkw","University of Massachusetts Laboratory of Medical Zoology"
