"uid","namedLocation","domainID","siteID","plotID","plotType","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","collectDate","eventID","sampleID","sampleCode","samplingMethod","totalSampledArea","targetTaxaPresent","adultCount","nymphCount","larvaCount","sampleCondition","samplingProtocolVersion","measuredBy","remarks"
"5bd75980-fe09-4af3-af74-cb140a66fce5","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2018-06-11T17:10Z","BART.2018.24","","","drag and flag",140,"N",0,0,0,"","NEON.DOC.014045vJ","ewallis@battelleecology.org",NA
"72ae0af0-e1f8-48c4-801f-44874d01960c","BART_029.tickPlot.tck","D01","BART","BART_029","distributed","evergreenForest",44.058948,-71.289336,"WGS84",20.2,291.7,0.3,"2018-06-11T18:03Z","BART.2018.24","BART_029.20180611","D00000006853","drag and flag",140,"Y",1,0,0,"No known compromise","NEON.DOC.014045vJ","rcurtis@battelleecology.org",NA
"f9b20ffc-f38e-489d-a0ce-edceb4274822","BART_019.tickPlot.tck","D01","BART","BART_019","distributed","mixedForest",44.06935,-71.288001,"WGS84",20.2,231.8,0.2,"2018-06-11T19:13Z","BART.2018.24","","","drag and flag",158,"N",0,0,0,"","NEON.DOC.014045vJ","ewallis@battelleecology.org",NA
"fa16baa8-deec-42fc-945f-912f67965b99","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2018-06-12T12:52Z","BART.2018.24","","","drag and flag",160,"N",0,0,0,"","NEON.DOC.014045vJ","rcurtis@battelleecology.org",NA
"e87519a4-f14f-4802-9b91-ca9004ca9a49","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2018-06-12T14:13Z","BART.2018.24","","","drag and flag",160,"N",0,0,0,"","NEON.DOC.014045vJ","ewallis@battelleecology.org",NA
"e8ca302a-6b55-4778-9a9a-844dd70df280","BART_010.tickPlot.tck","D01","BART","BART_010","distributed","deciduousForest",44.0511,-71.267766,"WGS84",20.2,413,0.4,"2018-06-12T15:39Z","BART.2018.24","","","drag and flag",160,"N",0,0,0,"","NEON.DOC.014045vJ","rcurtis@battelleecology.org",NA
"90d92fcc-7cb3-4243-9dc7-b0836376bd93","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2018-09-05T12:37Z","BART.2018.36",NA,NA,"drag and flag",161,"N",0,0,0,NA,"NEON.DOC.014045vJ","asands@battelleecology.org",NA
"cd4ddf14-8de4-4dab-b037-a9c3e5854445","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2018-09-05T13:23Z","BART.2018.36",NA,NA,"drag and flag",160,"N",0,0,0,NA,"NEON.DOC.014045vJ","asands@battelleecology.org",NA
"9d91df14-01a5-4f4f-bffc-edda8e8c7a8f","BART_010.tickPlot.tck","D01","BART","BART_010","distributed","deciduousForest",44.0511,-71.267766,"WGS84",20.2,413,0.4,"2018-09-05T14:55Z","BART.2018.36",NA,NA,"drag and flag",164,"N",0,0,0,NA,"NEON.DOC.014045vJ","asands@battelleecology.org",NA
"992917cc-a813-4058-a0ee-5160e170acd8","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2018-09-05T16:26Z","BART.2018.36",NA,NA,"drag and flag",164,"N",0,0,0,NA,"NEON.DOC.014045vJ","asands@battelleecology.org",NA
"8f6cf4ef-6a81-4066-b643-63db7c5448fa","BART_029.tickPlot.tck","D01","BART","BART_029","distributed","evergreenForest",44.058948,-71.289336,"WGS84",20.2,291.7,0.3,"2018-09-05T17:25Z","BART.2018.36",NA,NA,"drag and flag",160,"N",0,0,0,NA,"NEON.DOC.014045vJ","asands@battelleecology.org",NA
"a8573afe-2deb-4427-a68c-2ac7849c84d1","BART_019.tickPlot.tck","D01","BART","BART_019","distributed","mixedForest",44.06935,-71.288001,"WGS84",20.2,231.8,0.2,"2018-09-05T18:30Z","BART.2018.36",NA,NA,"drag and flag",159,"N",0,0,0,NA,"NEON.DOC.014045vJ","asands@battelleecology.org",NA
"712e64ac-6103-4e57-9d23-2869ee8019d3","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2019-06-10T16:15Z","BART.2019.24",NA,NA,"drag",160,"N",NA,NA,NA,NA,"NEON.DOC.014045vK","0000-0001-9742-8369",""
"7cab1e8a-f146-428c-a4b3-7c364882330e","BART_019.tickPlot.tck","D01","BART","BART_019","distributed","mixedForest",44.06935,-71.288001,"WGS84",20.2,231.8,0.2,"2019-06-10T16:30Z","BART.2019.24",NA,NA,"drag",156,"N",NA,NA,NA,NA,"NEON.DOC.014045vK","0000-0001-6846-5179","Crossed stream multiple times totaling four fewer meters of sampling area"
"802cbada-191b-4f8b-8415-7ec00caceb12","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2019-06-10T17:45Z","BART.2019.24",NA,NA,"drag",160,"N",NA,NA,NA,NA,"NEON.DOC.014045vK","0000-0001-9742-8369",""
"18dc531c-e18d-4e70-85e9-db4ac9d7ebf4","BART_029.tickPlot.tck","D01","BART","BART_029","distributed","evergreenForest",44.058948,-71.289336,"WGS84",20.2,291.7,0.3,"2019-06-10T18:05Z","BART.2019.24",NA,NA,"drag",130,"N",NA,NA,NA,NA,"NEON.DOC.014045vK","0000-0002-9299-545X","A large river crosses at the south west corner"
"00a24052-fb1a-48bd-8fe0-8b31bda35c02","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2019-06-13T13:12Z","BART.2019.24",NA,NA,"drag",120,"N",NA,NA,NA,NA,"NEON.DOC.014045vK","0000-0002-6931-9699",""
"a0257373-6f3a-473c-9c88-5df722b853d6","BART_002.tickPlot.tck","D01","BART","BART_002","distributed","deciduousForest",44.035231,-71.274674,"WGS84",20.2,502.6,0.3,"2019-07-22T15:35Z","BART.2019.30","","","drag",80,"N",NA,NA,NA,"","NEON.DOC.014045vK","0000-0002-6931-9699","Started raining halfway through"
"5f849e04-3db3-4623-a388-022211e26c89","BART_015.tickPlot.tck","D01","BART","BART_015","distributed","mixedForest",44.042149,-71.271603,"WGS84",20.3,455,0.5,"2019-07-22T16:24Z","BART.2019.30","","","drag",90,"N",NA,NA,NA,"","NEON.DOC.014045vK","0000-0001-9742-8369","Started raining around 90 meters"
"dbe74445-1a1d-4bf4-af0b-58bc25208a36","BART_011.tickPlot.tck","D01","BART","BART_011","distributed","mixedForest",44.048783,-71.295353,"WGS84",20.2,399.5,0.2,"2019-07-24T18:20Z","BART.2019.30","BART_011.20190724","D00000036077","drag",165,"Y",NA,NA,NA,"No known compromise","NEON.DOC.014045vK","0000-0002-4386-3362",""
"b24c508c-462c-4ba8-b1ba-7e7c7d3fb7d7","BART_010.tickPlot.tck","D01","BART","BART_010","distributed","deciduousForest",44.0511,-71.267766,"WGS84",20.2,413,0.4,"2019-07-24T20:20Z","BART.2019.30","BART_010.20190724","D00000036079","drag",160,"Y",NA,NA,NA,"Distance estimated (described in remarks)","NEON.DOC.014045vK","0000-0003-1142-5752","NE flag missing and location estimated via compass from N and E flags"
"0e1abd5a-3ca8-4033-9bcb-02d8e6b406a7","BART_019.tickPlot.tck","D01","BART","BART_019","distributed","mixedForest",44.06935,-71.288001,"WGS84",20.2,231.8,0.2,"2019-07-25T12:45Z","BART.2019.30","","","drag",153,"N",NA,NA,NA,"","NEON.DOC.014045vK","0000-0002-6931-9699","approximately 7m of the plot were too wet to sample"
"fe18d343-100f-4c7d-90ed-ec6d8a3001ee","BART_029.tickPlot.tck","D01","BART","BART_029","distributed","evergreenForest",44.058948,-71.289336,"WGS84",20.2,291.7,0.3,"2019-07-25T13:42Z","BART.2019.30","BART_029.20190725","D00000036082","drag",130,"Y",NA,NA,NA,"Distance estimated (described in remarks)","NEON.DOC.014045vK","0000-0002-6931-9699","approximately 30 meters were not sampled because a river intersected the southwest corner of the plot"
"c6164d41-cdd5-48a8-af77-5509c7f4c3ec","BLAN_008.tickPlot.tck","D02","BLAN","BLAN_008","distributed","pastureHay",39.08387,-77.96632,"WGS84",20.4,159.6,0.5,"2017-03-29T20:21Z","BLAN.2017.13","",NA,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","sspillman@field-ops.org",""
"20974fed-d752-4d7f-9585-84f6ec4b4d96","BLAN_002.tickPlot.tck","D02","BLAN","BLAN_002","distributed","pastureHay",39.091474,-77.982149,"WGS84",20.1,145.6,0.1,"2017-03-29T20:36Z","BLAN.2017.13","",NA,"drag",165,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","lcard@neoninc.org","Check NE and SE corners- rangefinder not working; fix witness post"
"7aadedb4-3d8b-42bf-b2ab-24dc75ba5ce0","BLAN_004.tickPlot.tck","D02","BLAN","BLAN_004","distributed","pastureHay",39.088416,-77.961331,"WGS84",20.1,123.7,0.1,"2017-03-29T22:14Z","BLAN.2017.13","",NA,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","hmiller@field-ops.org",""
"57cd6f7b-f1e1-4278-8024-60288517eab1","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-03-30T14:47Z","BLAN.2017.13","",NA,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","mstrickland@field-ops.org",""
"4055d351-519b-4da7-bc7c-4695c4635ba0","BLAN_012.tickPlot.tck","D02","BLAN","BLAN_012","distributed","deciduousForest",39.08272,-77.959589,"WGS84",20.2,135.1,0.2,"2017-03-30T15:47Z","BLAN.2017.13","BLAN_012.20170330",NA,"drag",148,"Y",1,0,0,"No known compromise","NEON.DOC.014045vG","sspillman@field-ops.org",""
"ca9d7d78-e424-4730-a6ee-9fbf3daa9477","BLAN_015.tickPlot.tck","D02","BLAN","BLAN_015","distributed","deciduousForest",39.088728,-77.955494,"WGS84",20.2,125.9,0.2,"2017-03-30T16:52Z","BLAN.2017.13","",NA,"drag",161,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","mstrickland@field-ops.org",""
"6143e8ff-8d0f-4152-b72b-1095da3071bb","BLAN_002.tickPlot.tck","D02","BLAN","BLAN_002","distributed","pastureHay",39.091474,-77.982149,"WGS84",20.1,145.6,0.1,"2017-04-18T15:40Z","BLAN.2017.16","",NA,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","mstrickland@field-ops.org",NA
"a6eedf7b-5ee2-4e6a-9f17-014e72aed229","BLAN_004.tickPlot.tck","D02","BLAN","BLAN_004","distributed","pastureHay",39.088416,-77.961331,"WGS84",20.1,123.7,0.1,"2017-04-18T16:26Z","BLAN.2017.16","",NA,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","mstrickland@field-ops.org",NA
"6d26c4b8-9488-4284-b1bc-bb06ed3f071b","BLAN_008.tickPlot.tck","D02","BLAN","BLAN_008","distributed","pastureHay",39.08387,-77.96632,"WGS84",20.4,159.6,0.5,"2017-04-18T17:13Z","BLAN.2017.16","",NA,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","mstrickland@field-ops.org",NA
"b5b3bece-0485-439e-86a4-6c5eafdb4c48","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-04-18T18:14Z","BLAN.2017.16","BLAN_005.20170418",NA,"drag",160,"Y",0,1,0,"No known compromise","NEON.DOC.014045vG","mstrickland@field-ops.org",NA
"41d328e8-575a-45e2-ace4-2d355ac73bc0","BLAN_012.tickPlot.tck","D02","BLAN","BLAN_012","distributed","deciduousForest",39.08272,-77.959589,"WGS84",20.2,135.1,0.2,"2017-04-18T19:34Z","BLAN.2017.16","BLAN_012.20170418",NA,"drag",148,"Y",1,0,0,"No known compromise","NEON.DOC.014045vG","mstrickland@field-ops.org",NA
"bf6a3fd4-ad3e-4150-b374-5783615a9564","BLAN_015.tickPlot.tck","D02","BLAN","BLAN_015","distributed","deciduousForest",39.088728,-77.955494,"WGS84",20.2,125.9,0.2,"2017-04-18T20:47Z","BLAN.2017.16","",NA,"drag and flag",156,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","mstrickland@field-ops.org",NA
"8ba933a7-4abf-4cc0-aaea-1e1247df154d","BLAN_002.tickPlot.tck","D02","BLAN","BLAN_002","distributed","pastureHay",39.091474,-77.982149,"WGS84",20.1,145.6,0.1,"2017-05-08T15:03Z","BLAN.2017.20","",NA,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vH","mstrickland@field-ops.org",""
"1c82f40d-54a6-4078-9f6c-1361092f43bc","BLAN_004.tickPlot.tck","D02","BLAN","BLAN_004","distributed","pastureHay",39.088416,-77.961331,"WGS84",20.1,123.7,0.1,"2017-05-08T15:57Z","BLAN.2017.20","",NA,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vH","kgeiger@battelleecology.org",""
"1f243f29-ef50-41d9-8ebc-87bc5edbf7a2","BLAN_008.tickPlot.tck","D02","BLAN","BLAN_008","distributed","pastureHay",39.08387,-77.96632,"WGS84",20.4,159.6,0.5,"2017-05-08T16:28Z","BLAN.2017.20","",NA,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vH","mstrickland@field-ops.org",""
"45a450b1-dafa-4a0b-acc7-29cbe04a1642","BLAN_012.tickPlot.tck","D02","BLAN","BLAN_012","distributed","deciduousForest",39.08272,-77.959589,"WGS84",20.2,135.1,0.2,"2017-05-08T17:18Z","BLAN.2017.20","",NA,"drag and flag",148,"N",0,0,0,"No known compromise","NEON.DOC.014045vH","kgeiger@battelleecology.org",""
"37b25d3a-c5e3-445e-8028-7e1a61e0a8e4","BLAN_015.tickPlot.tck","D02","BLAN","BLAN_015","distributed","deciduousForest",39.088728,-77.955494,"WGS84",20.2,125.9,0.2,"2017-05-08T18:10Z","BLAN.2017.20","BLAN_015.20170508",NA,"drag and flag",160,"Y",1,1,0,"No known compromise","NEON.DOC.014045vH","mstrickland@field-ops.org",""
"5a8e246d-d53d-4f3a-8b1d-ee8a21d04aef","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","BLAN.2017.20","BLAN_005.20170508",NA,"drag",159,"Y",0,25,0,"No known compromise","NEON.DOC.014045vH","kgeiger@battelleecology.org",""
"d6d60e70-f129-45a3-bf90-7bcb13d8d007","BLAN_002.tickPlot.tck","D02","BLAN","BLAN_002","distributed","pastureHay",39.091474,-77.982149,"WGS84",20.1,145.6,0.1,"2017-05-31T16:02Z","BLAN.2017.23","",NA,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vH","mmccleaf@field-ops.org","cows in field while sampling"
"9b710cc3-f629-4b36-9a49-0d14fe4f2174","BLAN_008.tickPlot.tck","D02","BLAN","BLAN_008","distributed","pastureHay",39.08387,-77.96632,"WGS84",20.4,159.6,0.5,"2017-05-31T17:16Z","BLAN.2017.23","",NA,"drag",163,"N",0,0,0,"No known compromise","NEON.DOC.014045vH","mmccleaf@field-ops.org",""
"85ba3696-0301-4862-8eeb-5580b93f1344","BLAN_004.tickPlot.tck","D02","BLAN","BLAN_004","distributed","pastureHay",39.088416,-77.961331,"WGS84",20.1,123.7,0.1,"2017-05-31T18:47Z","BLAN.2017.23","",NA,"drag",160,"N",0,0,0,"","NEON.DOC.014045vH","mmccleaf@field-ops.org",""
"e46b6548-55b7-4343-9b4c-36e53cec9e9b","BLAN_012.tickPlot.tck","D02","BLAN","BLAN_012","distributed","deciduousForest",39.08272,-77.959589,"WGS84",20.2,135.1,0.2,"2017-06-01T15:25Z","BLAN.2017.23","BLAN_012.20170601",NA,"drag",152,"Y",0,2,0,"No known compromise","NEON.DOC.014045vH","mmccleaf@field-ops.org",NA
