"domainID","siteID","horizontalPosition","verticalPosition","date","wssWindSpeedMean","wssWindSpeedMinimum","wssWindSpeedMaximum","wssWindSpeedVariance","wssWindSpeedStdErMean","wssWindSpeedNumPts","windSpeedQF"
"D03","OSBS","000","010","2018-01-28",NA,NA,NA,NA,NA,0,1
"D03","OSBS","000","010","2018-01-29",NA,NA,NA,NA,NA,0,1
"D03","OSBS","000","010","2018-01-30",NA,NA,NA,NA,NA,0,1
"D03","OSBS","000","010","2018-01-31",0.66,0,3.15,0.18,0,26326,1
"D03","OSBS","000","020","2018-01-01",1.3,0,7,0.54,0,86378,0
"D03","OSBS","000","020","2018-01-02",1.61,0,6.07,0.59,0,86269,0
"D03","OSBS","000","020","2018-01-03",1.34,0,8.72,0.42,0,86369,0
"D03","OSBS","000","020","2018-01-04",1.09,0,6.1,0.43,0,86332,0
"D03","OSBS","000","020","2018-01-05",0.77,0,4.43,0.21,0,86379,0
"D03","OSBS","000","020","2018-01-06",0.57,0,4.25,0.29,0,86368,0
"D03","OSBS","000","020","2018-01-07",0.99,0,5.93,0.33,0,86372,0
"D03","OSBS","000","020","2018-01-08",0.73,0,4.28,0.19,0,86374,0
"D03","OSBS","000","020","2018-01-09",0.78,0,5.11,0.19,0,86370,0
"D03","OSBS","000","020","2018-01-10",0.82,0,5.28,0.2,0,86375,0
"D03","OSBS","000","020","2018-01-11",0.57,0,3.84,0.12,0,86378,0
"D03","OSBS","000","020","2018-01-12",0.86,0,5.75,0.37,0,86371,0
"D03","OSBS","000","020","2018-01-13",1.01,0,5.29,0.28,0,86376,0
"D03","OSBS","000","020","2018-01-14",0.87,0,4.26,0.28,0,86332,0
"D03","OSBS","000","020","2018-01-15",0.92,0,4.05,0.25,0,86374,0
"D03","OSBS","000","020","2018-01-16",0.73,0,3.71,0.17,0,86379,0
"D03","OSBS","000","020","2018-01-17",0.73,0,5.34,0.44,0,86375,0
"D03","OSBS","000","020","2018-01-18",1.08,0,6.77,0.45,0,86373,0
"D03","OSBS","000","020","2018-01-19",0.42,0,3.53,0.15,0,86382,0
"D03","OSBS","000","020","2018-01-20",0.4,0,2.51,0.09,0,86376,0
"D03","OSBS","000","020","2018-01-21",0.58,0,3.84,0.16,0,86381,0
"D03","OSBS","000","020","2018-01-22",0.62,0,5.81,0.26,0,86380,0
"D03","OSBS","000","020","2018-01-23",0.96,0,4.42,0.32,0,86388,0
"D03","OSBS","000","020","2018-01-24",0.61,0,3.61,0.22,0,86383,0
"D03","OSBS","000","020","2018-01-25",1.15,0,5.03,0.38,0,86386,0
"D03","OSBS","000","020","2018-01-26",1.13,0.01,7.5,0.31,0,86381,0
"D03","OSBS","000","020","2018-01-27",0.74,0,4.96,0.26,0,86389,0
"D03","OSBS","000","020","2018-01-28",0.55,0,4.48,0.18,0,86391,0
"D03","OSBS","000","020","2018-01-29",0.86,0,5.18,0.31,0,86384,0
"D03","OSBS","000","020","2018-01-30",0.98,0,5.88,0.44,0,86389,0
"D03","OSBS","000","020","2018-01-31",0.7,0,4.36,0.34,0,85082,0
"D03","OSBS","000","030","2018-01-01",1.33,0,8.55,0.8,0,86370,0
"D03","OSBS","000","030","2018-01-02",1.64,0,10.14,0.87,0,86378,0
"D03","OSBS","000","030","2018-01-03",1.36,0,7.01,0.51,0,86373,0
"D03","OSBS","000","030","2018-01-04",1.26,0,6.64,0.49,0,86373,0
"D03","OSBS","000","030","2018-01-05",0.85,0,4.66,0.22,0,86379,0
"D03","OSBS","000","030","2018-01-06",0.61,0,5.13,0.3,0,85468,0
"D03","OSBS","000","030","2018-01-07",0.92,0,7.06,0.55,0,86371,0
"D03","OSBS","000","030","2018-01-08",0.69,0,5.12,0.31,0,86368,0
"D03","OSBS","000","030","2018-01-09",0.74,0,5.61,0.29,0,86371,0
"D03","OSBS","000","030","2018-01-10",0.86,0,7.26,0.39,0,86380,0
"D03","OSBS","000","030","2018-01-11",0.6,0,4.86,0.21,0,86373,0
"D03","OSBS","000","030","2018-01-12",1.06,0,5.96,0.53,0,86371,0
"D03","OSBS","000","030","2018-01-13",1.11,0,4.72,0.29,0,86372,0
"D03","OSBS","000","030","2018-01-14",0.91,0,7.03,0.35,0,86373,0
"D03","OSBS","000","030","2018-01-15",0.92,0,6.58,0.39,0,86374,0
"D03","OSBS","000","030","2018-01-16",0.66,0,4.43,0.23,0,86372,0
"D03","OSBS","000","030","2018-01-17",0.76,0,6.48,0.52,0,86380,0
"D03","OSBS","000","030","2018-01-18",1.14,0,6.26,0.5,0,86376,0
"D03","OSBS","000","030","2018-01-19",0.4,0,3.19,0.14,0,86263,0
"D03","OSBS","000","030","2018-01-20",0.36,0,2.36,0.08,0,86374,0
"D03","OSBS","000","030","2018-01-21",0.53,0,4,0.2,0,86375,0
"D03","OSBS","000","030","2018-01-22",0.69,0,6.69,0.48,0,86382,0
"D03","OSBS","000","030","2018-01-23",1.16,0,5.48,0.39,0,86384,0
"D03","OSBS","000","030","2018-01-24",0.7,0,4.29,0.22,0,86383,0
"D03","OSBS","000","030","2018-01-25",1.19,0,7.87,0.59,0,86389,0
"D03","OSBS","000","030","2018-01-26",1.01,0,9.2,0.52,0,86384,0
"D03","OSBS","000","030","2018-01-27",0.69,0,5.92,0.37,0,86382,0
"D03","OSBS","000","030","2018-01-28",0.55,0,5.98,0.32,0,86389,0
"D03","OSBS","000","030","2018-01-29",0.99,0,5.92,0.4,0,86388,0
"D03","OSBS","000","030","2018-01-30",1.09,0,6.54,0.48,0,86390,0
"D03","OSBS","000","030","2018-01-31",0.65,0,5.4,0.39,0,86384,0
"D03","OSBS","000","040","2018-01-01",2.37,0,12.18,2.01,0,86371,0
"D03","OSBS","000","040","2018-01-02",2.95,0,11.71,2.11,0,86297,0
"D03","OSBS","000","040","2018-01-03",2.04,0,9.1,1.05,0,86374,0
"D03","OSBS","000","040","2018-01-04",1.23,0,7.22,0.48,0,86376,0
"D03","OSBS","000","040","2018-01-05",1,0,6.13,0.42,0,86377,0
"D03","OSBS","000","040","2018-01-06",0.88,0,6.22,0.62,0,86372,0
"D03","OSBS","000","040","2018-01-07",1.74,0.01,8.4,0.91,0,86369,0
"D03","OSBS","000","040","2018-01-08",1.23,0,6.01,0.63,0,86370,0
"D03","OSBS","000","040","2018-01-09",1.22,0,5.35,0.38,0,86369,0
"D03","OSBS","000","040","2018-01-10",1.35,0,9.03,0.56,0,86370,0
"D03","OSBS","000","040","2018-01-11",0.78,0,4.15,0.2,0,86370,0
"D03","OSBS","000","040","2018-01-12",1.08,0,6.61,0.48,0,86376,0
"D03","OSBS","000","040","2018-01-13",1.17,0,5.51,0.4,0,86375,0
"D03","OSBS","000","040","2018-01-14",1.41,0,6.19,0.75,0,86371,0
"D03","OSBS","000","040","2018-01-15",1.6,0,6.49,0.75,0,86378,0
"D03","OSBS","000","040","2018-01-16",1.14,0,5.21,0.38,0,86373,0
"D03","OSBS","000","040","2018-01-17",0.93,0,7.35,0.59,0,86375,0
"D03","OSBS","000","040","2018-01-18",1.43,0,8.7,0.83,0,86371,0
"D03","OSBS","000","040","2018-01-19",0.45,0,3.36,0.14,0,86370,0
"D03","OSBS","000","040","2018-01-20",0.41,0,2.9,0.12,0,86375,0
"D03","OSBS","000","040","2018-01-21",0.71,0,4.16,0.27,0,86371,0
"D03","OSBS","000","040","2018-01-22",0.9,0,6.45,0.48,0,86380,0
"D03","OSBS","000","040","2018-01-23",1.14,0,5.69,0.43,0,86386,0
"D03","OSBS","000","040","2018-01-24",0.9,0,5.34,0.36,0,86382,0
"D03","OSBS","000","040","2018-01-25",1.97,0.02,8.79,1.13,0,86383,0
"D03","OSBS","000","040","2018-01-26",1.79,0,8.01,0.63,0,86389,0
"D03","OSBS","000","040","2018-01-27",1.22,0,7.96,0.55,0,86384,0
"D03","OSBS","000","040","2018-01-28",0.77,0,7,0.45,0,86391,0
"D03","OSBS","000","040","2018-01-29",1.13,0,6.58,0.5,0,86384,0
"D03","OSBS","000","040","2018-01-30",1.47,0,7.96,1,0,86385,0
"D03","OSBS","000","040","2018-01-31",1.08,0,6.84,0.66,0,86386,0
"D03","OSBS","000","050","2018-01-01",3.84,0.08,13.97,3.65,0.01,86377,0
"D03","OSBS","000","050","2018-01-02",4.75,0.07,13.36,3.75,0.01,86369,0
"D03","OSBS","000","050","2018-01-03",3.29,0.06,11.16,2.29,0.01,86375,0
"D03","OSBS","000","050","2018-01-04",2.81,0.03,11.9,2.07,0,86378,0
"D03","OSBS","000","050","2018-01-05",1.9,0,7.63,0.88,0,86375,0
"D03","OSBS","000","050","2018-01-06",1.8,0.01,8.23,1.01,0,86374,0
"D03","OSBS","000","050","2018-01-07",3.14,0.03,9.89,1.74,0,86377,0
"D03","OSBS","000","050","2018-01-08",2.32,0.03,8.59,1.23,0,86372,0
"D03","OSBS","000","050","2018-01-09",2.43,0.03,10.32,1.18,0,86376,0
"D03","OSBS","000","050","2018-01-10",2.69,0.08,10.16,1.5,0,86372,0
"D03","OSBS","000","050","2018-01-11",1.8,0,6.67,0.69,0,86372,0
"D03","OSBS","000","050","2018-01-12",2.74,0.02,14.43,2.28,0.01,86372,0
"D03","OSBS","000","050","2018-01-13",2.53,0.02,8.25,1.31,0,86371,0
"D03","OSBS","000","050","2018-01-14",2.31,0.02,9.81,1.5,0,86377,0
"D03","OSBS","000","050","2018-01-15",2.83,0.06,8.36,1.46,0,86374,0
"D03","OSBS","000","050","2018-01-16",2.29,0,6.57,0.75,0,86378,0
"D03","OSBS","000","050","2018-01-17",1.96,0,10.5,1.71,0,86371,0
"D03","OSBS","000","050","2018-01-18",2.3,0.01,9.92,1.75,0,86369,0
"D03","OSBS","000","050","2018-01-19",1.34,0,4.22,0.27,0,86376,0
"D03","OSBS","000","050","2018-01-20",0.96,0,3.18,0.26,0,86260,0
"D03","OSBS","000","050","2018-01-21",1.54,0,5.19,0.65,0,86372,0
"D03","OSBS","000","050","2018-01-22",2.06,0.01,8.29,1.25,0,86379,0
"D03","OSBS","000","050","2018-01-23",2.79,0.03,9.2,1.71,0,86386,0
"D03","OSBS","000","050","2018-01-24",1.83,0.01,6.69,0.78,0,86383,0
"D03","OSBS","000","050","2018-01-25",3.33,0.08,10.58,2.48,0.01,86387,0
"D03","OSBS","000","050","2018-01-26",3.28,0.06,13.37,2.1,0,86386,0
"D03","OSBS","000","050","2018-01-27",2.53,0.02,11.47,1.65,0,86392,0
"D03","OSBS","000","050","2018-01-28",1.83,0,8.74,0.89,0,82891,0
"D03","OSBS","000","050","2018-01-29",2.22,0.02,9.35,1.42,0,86011,0
"D03","OSBS","000","050","2018-01-30",2.53,0.04,9.82,1.58,0,77216,0
"D03","OSBS","000","050","2018-01-31",2.35,0.01,7.94,0.9,0,71036,1
"D03","OSBS","000","010","2018-02-01",0.3,0,3.06,0.1,0,86374,0
"D03","OSBS","000","010","2018-02-02",0.4,0,3.7,0.16,0,86377,0
"D03","OSBS","000","010","2018-02-03",0.64,0,4.82,0.2,0,86298,0
"D03","OSBS","000","010","2018-02-04",0.53,0,5.07,0.19,0,86376,0
"D03","OSBS","000","010","2018-02-05",0.52,0,3.53,0.11,0,86372,0
"D03","OSBS","000","010","2018-02-06",0.38,0,3.79,0.11,0,86368,0
"D03","OSBS","000","010","2018-02-07",0.55,0,5.47,0.18,0,86372,0
"D03","OSBS","000","010","2018-02-08",0.42,0,2.42,0.06,0,86368,0
"D03","OSBS","000","010","2018-02-09",0.54,0,3.1,0.09,0,86366,0
"D03","OSBS","000","010","2018-02-10",0.42,0,4.72,0.14,0,86365,0
"D03","OSBS","000","010","2018-02-11",0.47,0,4.31,0.16,0,86372,0
"D03","OSBS","000","010","2018-02-12",0.33,0,2.96,0.07,0,86374,0
"D03","OSBS","000","010","2018-02-13",0.59,0,3.13,0.12,0,86372,0
"D03","OSBS","000","010","2018-02-14",0.54,0,3.28,0.1,0,86369,0
"D03","OSBS","000","010","2018-02-15",0.36,0,2.89,0.09,0,86376,0
"D03","OSBS","000","010","2018-02-16",0.54,0,3.71,0.18,0,86370,0
"D03","OSBS","000","010","2018-02-17",0.55,0,4.22,0.16,0,86372,0
"D03","OSBS","000","010","2018-02-18",0.46,0,2.56,0.09,0,86372,0
"D03","OSBS","000","010","2018-02-19",0.48,0,3.52,0.11,0,86377,0
"D03","OSBS","000","010","2018-02-20",0.47,0,4.14,0.14,0,86292,0
"D03","OSBS","000","010","2018-02-21",0.52,0,2.91,0.11,0,86377,0
"D03","OSBS","000","010","2018-02-22",0.48,0,3.2,0.15,0,86370,0
"D03","OSBS","000","010","2018-02-23",0.43,0,4.05,0.14,0,86378,0
"D03","OSBS","000","010","2018-02-24",0.41,0,3.34,0.13,0,86371,0
"D03","OSBS","000","010","2018-02-25",0.51,0,3.84,0.15,0,86372,0
"D03","OSBS","000","010","2018-02-26",0.55,0,4.53,0.25,0,86375,0
"D03","OSBS","000","010","2018-02-27",0.63,0,4.52,0.21,0,86374,0
"D03","OSBS","000","010","2018-02-28",0.5,0,3.65,0.15,0,86376,0
"D03","OSBS","000","020","2018-02-01",0.48,0,3.63,0.2,0,86372,0
"D03","OSBS","000","020","2018-02-02",0.65,0,5.29,0.35,0,86380,0
"D03","OSBS","000","020","2018-02-03",1.06,0,6.19,0.41,0,86374,0
"D03","OSBS","000","020","2018-02-04",0.89,0,6.23,0.45,0,86372,0
"D03","OSBS","000","020","2018-02-05",0.85,0,4.47,0.22,0,86372,0
"D03","OSBS","000","020","2018-02-06",0.61,0,4.02,0.21,0,86374,0
"D03","OSBS","000","020","2018-02-07",0.9,0,5.65,0.39,0,86369,0
"D03","OSBS","000","020","2018-02-08",0.72,0,3.6,0.14,0,85469,0
"D03","OSBS","000","020","2018-02-09",0.84,0,4.11,0.19,0,86371,0
"D03","OSBS","000","020","2018-02-10",0.67,0,5.33,0.32,0,86382,0
"D03","OSBS","000","020","2018-02-11",0.77,0,4.91,0.36,0,86370,0
"D03","OSBS","000","020","2018-02-12",0.54,0,4.07,0.17,0,71284,0
"D03","OSBS","000","020","2018-02-13",0.97,0,4.72,0.25,0,86375,0
"D03","OSBS","000","020","2018-02-14",0.85,0,3.97,0.21,0,86365,0
"D03","OSBS","000","020","2018-02-15",0.54,0,3.74,0.19,0,86315,0
"D03","OSBS","000","020","2018-02-16",0.94,0,5.46,0.34,0,86373,0
"D03","OSBS","000","020","2018-02-17",0.92,0,5.13,0.34,0,86371,0
"D03","OSBS","000","020","2018-02-18",0.74,0,3.56,0.16,0,86375,0
"D03","OSBS","000","020","2018-02-19",0.74,0,3.85,0.22,0,86373,0
"D03","OSBS","000","020","2018-02-20",0.72,0,4.9,0.29,0,86377,0
"D03","OSBS","000","020","2018-02-21",0.79,0,4.33,0.21,0,86370,0
"D03","OSBS","000","020","2018-02-22",0.74,0,4.7,0.32,0,86375,0
"D03","OSBS","000","020","2018-02-23",0.66,0,5.39,0.28,0,86376,0
"D03","OSBS","000","020","2018-02-24",0.63,0,4.09,0.25,0,86368,0
"D03","OSBS","000","020","2018-02-25",0.81,0,5.06,0.3,0,86373,0
"D03","OSBS","000","020","2018-02-26",0.89,0,6.38,0.56,0,86375,0
"D03","OSBS","000","020","2018-02-27",1.01,0,6.02,0.47,0,86376,0
"D03","OSBS","000","020","2018-02-28",0.77,0,4.24,0.31,0,86367,0
"D03","OSBS","000","030","2018-02-01",0.5,0,4.81,0.29,0,86390,0
"D03","OSBS","000","030","2018-02-02",0.74,0,4.93,0.34,0,86387,0
"D03","OSBS","000","030","2018-02-03",1.03,0,7.75,0.65,0,86385,0
"D03","OSBS","000","030","2018-02-04",1.12,0,9.19,0.86,0,86384,0
"D03","OSBS","000","030","2018-02-05",0.92,0,4.75,0.26,0,86384,0
"D03","OSBS","000","030","2018-02-06",0.53,0,5.54,0.24,0,86388,0
"D03","OSBS","000","030","2018-02-07",1.09,0,6.83,0.58,0,86385,0
"D03","OSBS","000","030","2018-02-08",0.79,0,5.02,0.2,0,86386,0
"D03","OSBS","000","030","2018-02-09",0.86,0,6.25,0.31,0,86392,0
"D03","OSBS","000","030","2018-02-10",0.75,0,7.15,0.54,0,86386,0
"D03","OSBS","000","030","2018-02-11",0.99,0,6.55,0.51,0,86388,0
"D03","OSBS","000","030","2018-02-12",0.56,0,4.17,0.19,0,86386,0
"D03","OSBS","000","030","2018-02-13",0.97,0,6.2,0.46,0,86379,0
"D03","OSBS","000","030","2018-02-14",0.9,0,6.41,0.36,0,86389,0
"D03","OSBS","000","030","2018-02-15",0.56,0,3.8,0.23,0,86385,0
"D03","OSBS","000","030","2018-02-16",1.01,0.01,6.36,0.38,0,86387,0
"D03","OSBS","000","030","2018-02-17",1.01,0,6.61,0.41,0,86387,0
"D03","OSBS","000","030","2018-02-18",0.77,0,4.48,0.17,0,86384,0
"D03","OSBS","000","030","2018-02-19",0.67,0,6.27,0.3,0,86383,0
"D03","OSBS","000","030","2018-02-20",0.69,0,5.48,0.43,0,86387,0
"D03","OSBS","000","030","2018-02-21",0.75,0,5.01,0.32,0,86385,0
"D03","OSBS","000","030","2018-02-22",0.67,0,5.7,0.34,0,86387,0
"D03","OSBS","000","030","2018-02-23",0.61,0,5.69,0.33,0,86383,0
"D03","OSBS","000","030","2018-02-24",0.69,0,4.77,0.38,0,86385,0
"D03","OSBS","000","030","2018-02-25",0.97,0,6.04,0.37,0,86389,0
"D03","OSBS","000","030","2018-02-26",0.96,0,6.77,0.68,0,86386,0
"D03","OSBS","000","030","2018-02-27",0.99,0,8.59,0.64,0,86382,0
"D03","OSBS","000","030","2018-02-28",0.76,0,7.35,0.42,0,86388,0
"D03","OSBS","000","040","2018-02-01",0.59,0,4.39,0.21,0,86387,0
"D03","OSBS","000","040","2018-02-02",0.86,0,7.03,0.63,0,86382,0
"D03","OSBS","000","040","2018-02-03",1.78,0,8.83,0.94,0,86387,0
"D03","OSBS","000","040","2018-02-04",1.31,0,9.87,0.88,0,86387,0
"D03","OSBS","000","040","2018-02-05",1.04,0.01,5.3,0.38,0,86384,0
"D03","OSBS","000","040","2018-02-06",0.79,0,4.55,0.31,0,86383,0
"D03","OSBS","000","040","2018-02-07",1.23,0,6.83,0.5,0,86391,0
"D03","OSBS","000","040","2018-02-08",0.97,0,7.27,0.41,0,86384,0
"D03","OSBS","000","040","2018-02-09",1.32,0,7.76,0.58,0,86386,0
"D03","OSBS","000","040","2018-02-10",0.89,0,6.86,0.47,0,86388,0
"D03","OSBS","000","040","2018-02-11",1.08,0,6.68,0.44,0,86387,0
"D03","OSBS","000","040","2018-02-12",0.61,0,4.2,0.18,0,86381,0
"D03","OSBS","000","040","2018-02-13",1.62,0.01,7.69,0.81,0,84588,0
"D03","OSBS","000","040","2018-02-14",1.42,0,7.36,0.7,0,86372,0
"D03","OSBS","000","040","2018-02-15",0.61,0,4.08,0.16,0,86374,0
"D03","OSBS","000","040","2018-02-16",0.89,0,5.89,0.35,0,86371,0
"D03","OSBS","000","040","2018-02-17",0.87,0,5.77,0.38,0,86370,0
"D03","OSBS","000","040","2018-02-18",0.77,0,4.5,0.25,0,86371,0
"D03","OSBS","000","040","2018-02-19",0.93,0,6.11,0.43,0,86373,0
"D03","OSBS","000","040","2018-02-20",1.03,0,6.59,0.62,0,86367,0
"D03","OSBS","000","040","2018-02-21",1.15,0,6.04,0.43,0,86374,0
"D03","OSBS","000","040","2018-02-22",1.03,0,5.57,0.47,0,86375,0
"D03","OSBS","000","040","2018-02-23",0.86,0,5.48,0.39,0,86373,0
"D03","OSBS","000","040","2018-02-24",0.85,0,4.45,0.37,0,86374,0
"D03","OSBS","000","040","2018-02-25",1,0,5.72,0.31,0,86371,0
"D03","OSBS","000","040","2018-02-26",0.85,0,7.25,0.54,0,86348,0
"D03","OSBS","000","040","2018-02-27",1.55,0,9.88,1.1,0,86371,0
"D03","OSBS","000","040","2018-02-28",1.03,0,8.57,0.58,0,86374,0
"D03","OSBS","000","050","2018-02-01",1.45,0,3.75,0.13,0,55376,1
"D03","OSBS","000","050","2018-02-02",1.77,0.06,7.67,0.46,0,50552,1
"D03","OSBS","000","050","2018-02-03",3.22,0.23,11.67,1.8,0.01,69808,1
"D03","OSBS","000","050","2018-02-04",2.36,0.15,8.53,1.06,0,51779,1
"D03","OSBS","000","050","2018-02-05",1.9,0.01,6.15,0.63,0,29325,1
"D03","OSBS","000","050","2018-02-06",1.87,0,7.19,0.81,0,86385,0
"D03","OSBS","000","050","2018-02-07",2.77,0.05,9.91,1.84,0,86385,0
"D03","OSBS","000","050","2018-02-08",2.01,0,8.24,0.97,0,86388,0
"D03","OSBS","000","050","2018-02-09",2.34,0,10.15,1.46,0,86384,0
"D03","OSBS","000","050","2018-02-10",2.05,0.01,9.03,1.47,0,86384,0
"D03","OSBS","000","050","2018-02-11",2.36,0.02,10.52,1.62,0,86383,0
"D03","OSBS","000","050","2018-02-12",1.38,0,5.88,0.67,0,86381,0
"D03","OSBS","000","050","2018-02-13",2.82,0.04,9.25,1.65,0,86391,0
"D03","OSBS","000","050","2018-02-14",2.34,0.01,9.22,1.37,0,86389,0
"D03","OSBS","000","050","2018-02-15",1.28,0,6.54,0.7,0,86385,0
"D03","OSBS","000","050","2018-02-16",2.41,0.04,10.16,1.56,0,86390,0
"D03","OSBS","000","050","2018-02-17",2.26,0,11.03,1.73,0,86386,0
"D03","OSBS","000","050","2018-02-18",1.8,0,7.08,0.81,0,86385,0
"D03","OSBS","000","050","2018-02-19",2.07,0,8.31,1.38,0,86386,0
"D03","OSBS","000","050","2018-02-20",2.38,0.01,8.84,1.42,0,86387,0
"D03","OSBS","000","050","2018-02-21",2.4,0,8.81,1.18,0,86390,0
"D03","OSBS","000","050","2018-02-22",2.33,0.02,8.42,1.36,0,86388,0
"D03","OSBS","000","050","2018-02-23",1.97,0,9.01,1.18,0,86388,0
"D03","OSBS","000","050","2018-02-24",1.86,0,6.99,1.03,0,86386,0
"D03","OSBS","000","050","2018-02-25",2.22,0.02,8.36,1.16,0,86392,0
"D03","OSBS","000","050","2018-02-26",2.3,0,12.13,2.92,0.01,86382,0
"D03","OSBS","000","050","2018-02-27",2.91,0.01,10.45,2.47,0.01,86391,0
"D03","OSBS","000","050","2018-02-28",2.02,0.02,9.34,1.38,0,86380,0
"D03","OSBS","000","010","2018-03-01",0.71,0,4.97,0.41,0,86367,0
"D03","OSBS","000","010","2018-03-02",0.64,0,3.88,0.2,0,86369,0
"D03","OSBS","000","010","2018-03-03",0.63,0,3.42,0.2,0,86372,0
"D03","OSBS","000","010","2018-03-04",0.54,0,4.17,0.26,0,86377,0
"D03","OSBS","000","010","2018-03-05",0.36,0,3.5,0.13,0,86377,0
"D03","OSBS","000","010","2018-03-06",0.54,0,4.02,0.21,0,86376,0
"D03","OSBS","000","010","2018-03-07",0.91,0,5.46,0.32,0,86378,0
"D03","OSBS","000","010","2018-03-08",0.71,0,5.29,0.29,0,86371,0
"D03","OSBS","000","010","2018-03-09",0.45,0,3.19,0.14,0,86364,0
"D03","OSBS","000","010","2018-03-10",0.39,0,3.51,0.14,0,86377,0
"D03","OSBS","000","010","2018-03-11",0.38,0,3.1,0.14,0,86374,0
"D03","OSBS","000","010","2018-03-12",0.88,0,6.84,0.38,0,86373,0
"D03","OSBS","000","010","2018-03-13",0.55,0,3.79,0.18,0,86372,0
"D03","OSBS","000","010","2018-03-14",0.63,0,4.58,0.25,0,86357,0
"D03","OSBS","000","010","2018-03-15",0.47,0,3.82,0.22,0,86369,0
"D03","OSBS","000","010","2018-03-16",0.53,0,3.6,0.23,0,86374,0
"D03","OSBS","000","010","2018-03-17",0.51,0,4.13,0.2,0,86370,0
"D03","OSBS","000","010","2018-03-18",0.56,0,4.97,0.15,0,86366,0
"D03","OSBS","000","010","2018-03-19",0.56,0,5.67,0.15,0,86374,0
"D03","OSBS","000","010","2018-03-20",1,0,5.84,0.4,0,86368,0
"D03","OSBS","000","010","2018-03-21",1.09,0,7.67,0.4,0,86374,0
"D03","OSBS","000","010","2018-03-22",0.7,0,4.32,0.25,0,86371,0
"D03","OSBS","000","010","2018-03-23",0.41,0,3.42,0.19,0,86369,0
"D03","OSBS","000","010","2018-03-24",0.45,0,4.29,0.19,0,86371,0
"D03","OSBS","000","010","2018-03-25",0.78,0,5.45,0.23,0,86367,0
"D03","OSBS","000","010","2018-03-26",0.73,0,3.73,0.15,0,86370,0
"D03","OSBS","000","010","2018-03-27",0.61,0,3.96,0.15,0,86373,0
"D03","OSBS","000","010","2018-03-28",0.37,0,3.34,0.13,0,86377,0
"D03","OSBS","000","010","2018-03-29",0.49,0,3.72,0.15,0,86372,0
"D03","OSBS","000","010","2018-03-30",0.41,0,3.23,0.09,0,86367,0
"D03","OSBS","000","010","2018-03-31",0.49,0,4,0.11,0,86369,0
"D03","OSBS","000","020","2018-03-01",1.15,0,7.01,0.92,0,86374,0
"D03","OSBS","000","020","2018-03-02",1,0,5.73,0.38,0,86372,0
"D03","OSBS","000","020","2018-03-03",0.99,0,5.04,0.41,0,86375,0
"D03","OSBS","000","020","2018-03-04",0.86,0,5.61,0.55,0,86377,0
"D03","OSBS","000","020","2018-03-05",0.53,0,4.26,0.23,0,86372,0
"D03","OSBS","000","020","2018-03-06",0.83,0,4.59,0.41,0,86370,0
"D03","OSBS","000","020","2018-03-07",1.46,0,7.46,0.63,0,86377,0
"D03","OSBS","000","020","2018-03-08",1.13,0,6.77,0.55,0,86374,0
"D03","OSBS","000","020","2018-03-09",0.72,0,4.63,0.25,0,86377,0
