"uid","namedLocation","domainID","siteID","plotID","plotType","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","collectDate","endDate","subsampleID","testedDate","testingID","batchID","individualCount","sampleCondition","testProtocolVersion","testResult","testPathogenName","remarks","testedBy","laboratoryName"
"7bace0fa-2d4d-4b01-87de-6fe2a3decfeb","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.001","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Francisella tularensis",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"b25c2b85-1f4a-438e-ab0f-c02cf0f6c6d7","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.018","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Borrelia lonestari",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"50fbd909-1a45-4829-b531-5036c291d07f","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.023","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia burgdorferi sensu lato",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"f752946c-0e2c-4918-87e9-646fe96c68e6","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.002","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Ehrlichia ewingii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"9ad9f7f0-60a4-4efe-a44e-6c849e32be33","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.008","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Positive","Borrelia burgdorferi sensu lato",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"d30b747d-ed3b-4cd8-9c5d-731125c7d6c0","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.010","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Rickettsia rickettsii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"f28b8346-c9c3-45e8-ad32-1655ad5888ad","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.010","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Ehrlichia chaffeensis",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"7f629d3a-9e94-4997-a313-fcbc35edc467","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.006","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Ixodes pacificus",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"0105000e-dc10-4cdf-b509-018bd9ca4fcf","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.011","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Anaplasma phagocytophilum",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"c4989af4-d79a-4887-bd53-73c967742e87","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.015","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia burgdorferi sensu lato",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"c3d2eafc-18e2-4107-8524-76d517eb7476","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.002","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Anaplasma phagocytophilum",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"588f01bc-80e5-4a09-b4a3-1a599122b8ad","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.001","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Ehrlichia muris-like",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"f5beddeb-6940-45c8-9fa9-755f98160d1f","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.006","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Francisella tularensis",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"615bbd7d-2544-45d4-b6d6-86b1c256792d","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.005","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia mayonii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"c2d315bc-1775-4dde-8fd0-c7001922db38","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.006","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Positive","HardTick DNA Quality",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"d914b761-732b-4581-9472-899a2e7b8aa4","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.001","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia sp.",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"a1049f16-02c6-4d94-b8d5-7709bc670580","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.015","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Babesia microti",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"4a8f69c9-eef0-46ec-a8c4-e8f4a9a95ce4","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.019","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia burgdorferi sensu lato",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"9a1f7d91-b2de-429f-a342-742764f84be6","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.022","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Ehrlichia muris-like",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"55f6ec59-2ee1-4b03-a8e8-828049169a3e","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.011","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Ehrlichia chaffeensis",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"33dc8f9d-3970-4606-98fc-faf0b2b788dc","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.012","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Positive","HardTick DNA Quality",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"30e89948-ac6e-4fa7-9ce2-a8b9f5bc05f0","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.006","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Ehrlichia ewingii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"9b91d4b1-1055-46f4-ba7d-08bdc9f61646","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.013","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Positive","Borrelia burgdorferi sensu lato",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"ff97239e-c385-4a67-aa9c-94785756a294","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.019","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Rickettsia rickettsii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"5ddd770a-938c-469d-bb5a-fdf9d425cc19","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.006","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia burgdorferi sensu lato",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"33842ff2-2ed1-4f40-b392-8a49d692f686","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.011","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Ixodes pacificus",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"c3c54f70-e7ff-4c7b-9fa8-554f706e1260","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.020","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Borrelia lonestari",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"3581101b-cb65-4489-9d4d-e30a6afdca6c","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.006","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Rickettsia rickettsii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"2d359411-447e-4a73-b5a4-8a6cd903e4d3","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.014","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Rickettsia rickettsii",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"35b2a654-7feb-453f-b764-6d4441a26a25","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.019","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Ehrlichia chaffeensis",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"8098ac7e-68b7-4829-a4fb-8d41702bdb45","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.011","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Positive","HardTick DNA Quality",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"58236555-b628-4884-aaf2-45dcd68470c9","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.009","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Positive","HardTick DNA Quality",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"ae918a3b-3dfb-4fd8-86e8-82c2344c674b","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.003","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","","Francisella tularensis",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"ade76069-5431-4d5b-a6c5-62dd50a86970","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.009","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia miyamotoi",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"1bb8bf92-57be-48a1-bf5e-57a923bf9624","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.020","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Positive","HardTick DNA Quality",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"a4487d10-9ebf-4057-a786-145be5f9005d","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.005","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Borrelia miyamotoi",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
"b785a638-717b-4152-ae72-03ea2f22585b","BLAN_005.tickPlot.tck","D02","BLAN","BLAN_005","distributed","deciduousForest",39.086223,-77.972729,"WGS84",20.2,169.1,0.3,"2017-05-08T19:12Z","2017-05-08T19:55Z","BLAN_005.20170508.IXOSCA.N","2018-06-13","BLAN_005.20170508.IXOSCA.N.T.016","NEON_20180504",1,"OK","UMASS_LMZ_tickPathogens_SOP_2016-08-29.pdf","Negative","Babesia microti",NA,"0IRskLNY9jFEdSE177Ndsw==","University of Massachusetts Laboratory of Medical Zoology"
